""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"publication_reference_url"	"subObsID"	"uniqObsID"	"response_agent_original"
"subject"	""	""	""	"cell_subset"	"gene"	""	""	""	""	""	"pathogen"	""	""	"vaccine"	""	""	""	""	""	""	""	""	""	""
"evidence"	""	""	""	""	""	"label"	"label"	"label"	"label"	"label"	""	"label"	"label"	""	"label"	"label"	"label"	"label"	"label"	"label"	"url"	"label"	"label"	"label"
"role"	""	""	""	"tissue"	"gene_biomarker"	"background"	"measured"	"background"	"observed"	"observed"	"pathogen"	"background"	"background"	"vaccine"	"background"	"background"	"background"	"observed"	"background"	"background"	"reference"	"background"	"background"	"background"
"mime_type"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"numeric_units"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"display_text"	""	""	""	"tissue type"	"response agent (gene symbol)"	"response behavior type"	"response behavior"	"subgroup"	"time point"	"time point units"	"target pathogen"	"vaccine year (influenza only)"	"exposure material (original text)"	"exposure material (VO)"	"additional exposure material"	"comparison"	"baseline time"	"cohort"	"publication reference (PMID)"	"publication year"	"Skibinski et al. (2019) Induction of Human T-cell and Cytokine Responses Following Vaccination with a Novel Influenza Vaccine. Sci Rep PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=30573748' target='_blank'>30573748</a>"	"ID of observation within its submission"	"Uniq ID of observation within submission type"	"original gene symbol"
""	"20191202-hipciof_gene_30573748"	"2019.12.02"	"hipciof_gene_46"	"whole blood"	"DDX17"	"gene expression"	"down"	"none"	"21"	"days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2009gH1-Qbeta"	"gH1-Qbeta virus-like particle pandemic influenza A (H1N1) 2009 vaccine (HSA CTC1300092)"	"VO_0004890"	""	"21d-0d"	"time of vaccination (first dose)"	"adults (21-64)"	"30573748"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6301966/"	"1"	"377"	"DDX17"
""	"20191202-hipciof_gene_30573748"	"2019.12.02"	"hipciof_gene_46"	"whole blood"	"DDX17"	"gene expression"	"down"	"none"	"21"	"days"	"Escherichia virus Qbeta"	"2009gH1-Qbeta"	"gH1-Qbeta virus-like particle pandemic influenza A (H1N1) 2009 vaccine (HSA CTC1300092)"	"VO_0004890"	""	"21d-0d"	"time of vaccination (first dose)"	"adults (21-64)"	"30573748"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6301966/"	"1"	"377"	"DDX17"
""	"20191202-hipciof_gene_30573748"	"2019.12.02"	"hipciof_gene_46"	"whole blood"	"DDX17"	"gene expression"	"down"	"none"	"42"	"days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2009gH1-Qbeta"	"gH1-Qbeta virus-like particle pandemic influenza A (H1N1) 2009 vaccine (HSA CTC1300092)"	"VO_0004890"	""	"42d-0d"	"time of vaccination (first dose)"	"adults (21-64)"	"30573748"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6301966/"	"2"	"378"	"DDX17"
""	"20191202-hipciof_gene_30573748"	"2019.12.02"	"hipciof_gene_46"	"whole blood"	"DDX17"	"gene expression"	"down"	"none"	"42"	"days"	"Escherichia virus Qbeta"	"2009gH1-Qbeta"	"gH1-Qbeta virus-like particle pandemic influenza A (H1N1) 2009 vaccine (HSA CTC1300092)"	"VO_0004890"	""	"42d-0d"	"time of vaccination (first dose)"	"adults (21-64)"	"30573748"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6301966/"	"2"	"378"	"DDX17"
