""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"publication_reference_url"
"subject"	""	""	""	"cell_subset"	"gene"	""	""	""	""	""	"pathogen"	""	""	"vaccine"	""	""	""	""	""	""	""
"evidence"	""	""	""	""	""	"label"	"label"	"label"	"label"	"label"	""	"label"	"label"	""	"label"	"label"	"label"	"label"	"label"	"label"	"url"
"role"	""	""	""	"tissue"	"gene_biomarker"	"background"	"measured"	"background"	"observed"	"observed"	"pathogen"	"background"	"background"	"vaccine"	"background"	"background"	"background"	"observed"	"background"	"background"	"reference"
"mime_type"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"numeric_units"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"display_text"	""	""	""	"tissue type"	"response agent (gene symbol)"	"response behavior type"	"response behavior"	"subgroup"	"time point"	"time point units"	"target pathogen"	"vaccine year"	"exposure material (original text)"	"exposure material"	"additional exposure material"	"comparison"	"baseline time"	"cohort"	"publication reference (PMID)"	"publication year"	"publication_url"
""	"20190305-hipciof_gene_23759749"	"2019.03.05"	"hipciof_gene_27"	"peripheral blood mononuclear cell"	"MT1A"	"gene expression"	"up"	"none"	"0"	"Days"	"Human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"stimulated-unstimulated"	"time of vaccination (first dose)"	"adults (37-48)"	"23759749"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"
""	"20190305-hipciof_gene_23759749"	"2019.03.05"	"hipciof_gene_27"	"peripheral blood mononuclear cell"	"MT1E"	"gene expression"	"up"	"none"	"0"	"Days"	"Human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"stimulated-unstimulated"	"time of vaccination (first dose)"	"adults (37-48)"	"23759749"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"
""	"20190305-hipciof_gene_23759749"	"2019.03.05"	"hipciof_gene_27"	"peripheral blood mononuclear cell"	"MT1F"	"gene expression"	"up"	"none"	"0"	"Days"	"Human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"stimulated-unstimulated"	"time of vaccination (first dose)"	"adults (37-48)"	"23759749"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"
""	"20190305-hipciof_gene_23759749"	"2019.03.05"	"hipciof_gene_27"	"peripheral blood mononuclear cell"	"MT1G"	"gene expression"	"up"	"none"	"0"	"Days"	"Human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"stimulated-unstimulated"	"time of vaccination (first dose)"	"adults (37-48)"	"23759749"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"
""	"20190305-hipciof_gene_23759749"	"2019.03.05"	"hipciof_gene_27"	"peripheral blood mononuclear cell"	"MT1H"	"gene expression"	"up"	"none"	"0"	"Days"	"Human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"stimulated-unstimulated"	"time of vaccination (first dose)"	"adults (37-48)"	"23759749"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"
