""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"publication_reference_url"	"subObsID"	"uniqObsID"	"response_agent_original"
"subject"	""	""	""	"cell_subset"	"gene"	""	""	""	""	""	"pathogen"	""	""	"vaccine"	""	""	""	""	""	""	""	""	""	""
"evidence"	""	""	""	""	""	"label"	"label"	"label"	"label"	"label"	""	"label"	"label"	""	"label"	"label"	"label"	"label"	"label"	"label"	"url"	"label"	"label"	"label"
"role"	""	""	""	"tissue"	"gene_biomarker"	"background"	"measured"	"background"	"observed"	"observed"	"pathogen"	"background"	"background"	"vaccine"	"background"	"background"	"background"	"observed"	"background"	"background"	"reference"	"background"	"background"	"background"
"mime_type"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"numeric_units"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"display_text"	""	""	""	"tissue type"	"response agent (gene symbol)"	"response behavior type"	"response behavior"	"subgroup"	"time point"	"time point units"	"target pathogen"	"vaccine year (influenza only)"	"exposure material (original text)"	"exposure material (VO)"	"additional exposure material"	"comparison"	"baseline time"	"cohort"	"publication reference (PMID)"	"publication year"	"Weinberger et al. (2019) Impaired Immune Response to Primary but Not to Booster Vaccination Against Hepatitis B in Older Adults. Front Immunol PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=29868000' target='_blank'>29868000</a>"	"ID of observation within its submission"	"Uniq ID of observation within submission type"	"original gene symbol"
""	"20190711-hipciof_gene_29868000"	"2019.07.11"	"hipciof_gene_45"	"whole blood"	"CD8A"	"gene expression"	"positive"	"Group A"	"1"	"day"	"Hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"correlated with high anti-HBs concentration"	"time of vaccination (first dose)"	"Young/old adults (20-40)/(60-84)"	"29868000"	"2018"	"https://www.ncbi.nlm.nih.gov/pubmed/29868000"	"1"	"386"	"CD8A"
""	"20190711-hipciof_gene_29868000"	"2019.07.11"	"hipciof_gene_45"	"whole blood"	"CD14"	"gene expression"	"positive"	"Group A"	"1"	"day"	"Hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"correlated with high anti-HBs concentration"	"time of vaccination (first dose)"	"Young/old adults (20-40)/(60-84)"	"29868000"	"2018"	"https://www.ncbi.nlm.nih.gov/pubmed/29868000"	"1"	"386"	"CD14"
""	"20190711-hipciof_gene_29868000"	"2019.07.11"	"hipciof_gene_45"	"whole blood"	"IFITM1"	"gene expression"	"positive"	"Group A"	"1"	"day"	"Hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"correlated with high anti-HBs concentration"	"time of vaccination (first dose)"	"Young/old adults (20-40)/(60-84)"	"29868000"	"2018"	"https://www.ncbi.nlm.nih.gov/pubmed/29868000"	"1"	"386"	"IFITM1"
""	"20190711-hipciof_gene_29868000"	"2019.07.11"	"hipciof_gene_45"	"whole blood"	"IFITM3"	"gene expression"	"positive"	"Group A"	"1"	"day"	"Hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"correlated with high anti-HBs concentration"	"time of vaccination (first dose)"	"Young/old adults (20-40)/(60-84)"	"29868000"	"2018"	"https://www.ncbi.nlm.nih.gov/pubmed/29868000"	"1"	"386"	"IFITM3"
""	"20190711-hipciof_gene_29868000"	"2019.07.11"	"hipciof_gene_45"	"whole blood"	"LYN"	"gene expression"	"positive"	"Group A"	"1"	"day"	"Hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"correlated with high anti-HBs concentration"	"time of vaccination (first dose)"	"Young/old adults (20-40)/(60-84)"	"29868000"	"2018"	"https://www.ncbi.nlm.nih.gov/pubmed/29868000"	"1"	"386"	"LYN"
""	"20190711-hipciof_gene_29868000"	"2019.07.11"	"hipciof_gene_45"	"whole blood"	"SEC14L1"	"gene expression"	"positive"	"Group A"	"1"	"day"	"Hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"correlated with high anti-HBs concentration"	"time of vaccination (first dose)"	"Young/old adults (20-40)/(60-84)"	"29868000"	"2018"	"https://www.ncbi.nlm.nih.gov/pubmed/29868000"	"1"	"386"	"SEC14L1"
