""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"publication_reference_url"
"subject"	""	""	""	"cell_subset"	"gene"	""	""	""	""	""	"pathogen"	""	""	"vaccine"	""	""	""	""	""	""	""
"evidence"	""	""	""	""	""	"label"	"label"	"label"	"label"	"label"	""	"label"	"label"	""	"label"	"label"	"label"	"label"	"label"	"label"	"url"
"role"	""	""	""	"tissue"	"gene_biomarker"	"background"	"measured"	"background"	"observed"	"observed"	"pathogen"	"background"	"background"	"vaccine"	"background"	"background"	"background"	"observed"	"background"	"background"	"reference"
"mime_type"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"numeric_units"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"display_text"	""	""	""	"tissue type"	"response agent (gene symbol)"	"response behavior type"	"response behavior"	"subgroup"	"time point"	"time point units"	"target pathogen"	"vaccine year"	"exposure material (original text)"	"exposure material"	"additional exposure material"	"comparison"	"baseline time"	"cohort"	"publication reference (PMID)"	"publication year"	"publication_url"
""	"20181210-hipciof_gene_23594957"	"2018.12.10"	"hipciof_gene_23"	"peripheral blood mononuclear cell"	"CXCL6"	"Gene Expression"	"down"	"None"	"1 to 48"	"Months"	"Vaccinia virus"	""	"Dryvax"	"VO_0000035"	""	"stimulated-unstimulated"	"time of vaccination (first dose)"	"adults (18-40)"	"23594957"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23594957"
""	"20181210-hipciof_gene_23594957"	"2018.12.10"	"hipciof_gene_23"	"peripheral blood mononuclear cell"	"ARNT2"	"Gene Expression"	"down"	"None"	"1 to 48"	"Months"	"Vaccinia virus"	""	"Dryvax"	"VO_0000035"	""	"stimulated-unstimulated"	"time of vaccination (first dose)"	"adults (18-40)"	"23594957"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23594957"
""	"20181210-hipciof_gene_23594957"	"2018.12.10"	"hipciof_gene_23"	"peripheral blood mononuclear cell"	"PDPN"	"Gene Expression"	"down"	"None"	"1 to 48"	"Months"	"Vaccinia virus"	""	"Dryvax"	"VO_0000035"	""	"stimulated-unstimulated"	"time of vaccination (first dose)"	"adults (18-40)"	"23594957"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23594957"
""	"20181210-hipciof_gene_23594957"	"2018.12.10"	"hipciof_gene_23"	"peripheral blood mononuclear cell"	"CD14"	"Gene Expression"	"down"	"None"	"1 to 48"	"Months"	"Vaccinia virus"	""	"Dryvax"	"VO_0000035"	""	"stimulated-unstimulated"	"time of vaccination (first dose)"	"adults (18-40)"	"23594957"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23594957"
""	"20181210-hipciof_gene_23594957"	"2018.12.10"	"hipciof_gene_23"	"peripheral blood mononuclear cell"	"S100A8"	"Gene Expression"	"down"	"None"	"1 to 48"	"Months"	"Vaccinia virus"	""	"Dryvax"	"VO_0000035"	""	"stimulated-unstimulated"	"time of vaccination (first dose)"	"adults (18-40)"	"23594957"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23594957"
""	"20181210-hipciof_gene_23594957"	"2018.12.10"	"hipciof_gene_23"	"peripheral blood mononuclear cell"	"TREML4"	"Gene Expression"	"down"	"None"	"1 to 48"	"Months"	"Vaccinia virus"	""	"Dryvax"	"VO_0000035"	""	"stimulated-unstimulated"	"time of vaccination (first dose)"	"adults (18-40)"	"23594957"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23594957"
