""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"publication_reference_url"
"subject"	""	""	""	"cell_subset"	"gene"	""	""	""	""	""	"pathogen"	""	""	"vaccine"	""	""	""	""	""	""	""
"evidence"	""	""	""	""	""	"label"	"label"	"label"	"label"	"label"	""	"label"	"label"	""	"label"	"label"	"label"	"label"	"label"	"label"	"url"
"role"	""	""	""	"tissue"	"gene_biomarker"	"background"	"measured"	"background"	"observed"	"observed"	"pathogen"	"background"	"background"	"vaccine"	"background"	"background"	"background"	"observed"	"background"	"background"	"reference"
"mime_type"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"numeric_units"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"display_text"	""	""	""	"tissue type"	"response agent (gene symbol)"	"response behavior type"	"response behavior"	"subgroup"	"time point"	"time point units"	"target pathogen"	"vaccine year"	"exposure material (original text)"	"exposure material"	"additional exposure material"	"comparison"	"baseline time"	"cohort"	"publication reference (PMID)"	"publication year"	"publication_url"
""	"20190305-hipciof_gene_23658707"	"2019.03.05"	"hipciof_gene_22"	"peripheral blood mononuclear cell"	"MLXIPL"	"gene expression"	"up"	"none"	"3 to 7"	"Years"	"Rubella virus vaccine strain RA27/3"	""	"M-M-R II"	"VO_0000069"	""	"stimulated-unstimulated"	"time of vaccination (first dose)"	"children (13-16)"	"23658707"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23658707"
""	"20190305-hipciof_gene_23658707"	"2019.03.05"	"hipciof_gene_22"	"peripheral blood mononuclear cell"	"CXCL6"	"gene expression"	"up"	"none"	"3 to 7"	"Years"	"Rubella virus vaccine strain RA27/3"	""	"M-M-R II"	"VO_0000069"	""	"stimulated-unstimulated"	"time of vaccination (first dose)"	"children (13-16)"	"23658707"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23658707"
""	"20190305-hipciof_gene_23658707"	"2019.03.05"	"hipciof_gene_22"	"peripheral blood mononuclear cell"	"FAM135B"	"gene expression"	"up"	"none"	"3 to 7"	"Years"	"Rubella virus vaccine strain RA27/3"	""	"M-M-R II"	"VO_0000069"	""	"stimulated-unstimulated"	"time of vaccination (first dose)"	"children (13-16)"	"23658707"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23658707"
""	"20190305-hipciof_gene_23658707"	"2019.03.05"	"hipciof_gene_22"	"peripheral blood mononuclear cell"	"PPP1R14C"	"gene expression"	"up"	"none"	"3 to 7"	"Years"	"Rubella virus vaccine strain RA27/3"	""	"M-M-R II"	"VO_0000069"	""	"stimulated-unstimulated"	"time of vaccination (first dose)"	"children (13-16)"	"23658707"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23658707"
""	"20190305-hipciof_gene_23658707"	"2019.03.05"	"hipciof_gene_22"	"peripheral blood mononuclear cell"	"TNFAIP8L3"	"gene expression"	"up"	"none"	"3 to 7"	"Years"	"Rubella virus vaccine strain RA27/3"	""	"M-M-R II"	"VO_0000069"	""	"stimulated-unstimulated"	"time of vaccination (first dose)"	"children (13-16)"	"23658707"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23658707"
