""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"publication_reference_url"
"subject"	""	""	""	"cell_subset"	"gene"	""	""	""	""	""	"pathogen"	""	""	"vaccine"	""	""	""	""	""	""	""
"evidence"	""	""	""	""	""	"label"	"label"	"label"	"label"	"label"	""	"label"	"label"	""	"label"	"label"	"label"	"label"	"label"	"label"	"url"
"role"	""	""	""	"tissue"	"gene_biomarker"	"background"	"measured"	"background"	"observed"	"observed"	"pathogen"	"background"	"background"	"vaccine"	"background"	"background"	"background"	"observed"	"background"	"background"	"reference"
"mime_type"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"numeric_units"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"display_text"	""	""	""	"tissue type"	"response agent (gene symbol)"	"response behavior type"	"response behavior"	"subgroup"	"time point"	"time point units"	"target pathogen"	"vaccine year"	"exposure material (original text)"	"exposure material"	"additional exposure material"	"comparison"	"baseline time"	"cohort"	"publication reference (PMID)"	"publication year"	"publication_url"
""	"20181210-hipciof_gene_23844129"	"2018.12.10"	"hipciof_gene_11"	"peripheral blood mononuclear cell"	"BST2"	"Gene Expression"	"up"	"None"	"2"	"Days"	"Mycobacterium bovis BCG"	""	"Modified Vaccinia Ankara (MVA) virus vaccine vector"	"VO_0003120"	""	"2d-0d"	"time of vaccination (first dose)"	"adult (18-55)"	"23844129"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/23844129"
""	"20181210-hipciof_gene_23844129"	"2018.12.10"	"hipciof_gene_11"	"peripheral blood mononuclear cell"	"EIF2AK2"	"Gene Expression"	"up"	"None"	"2"	"Days"	"Mycobacterium bovis BCG"	""	"Modified Vaccinia Ankara (MVA) virus vaccine vector"	"VO_0003120"	""	"2d-0d"	"time of vaccination (first dose)"	"adult (18-55)"	"23844129"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/23844129"
""	"20181210-hipciof_gene_23844129"	"2018.12.10"	"hipciof_gene_11"	"peripheral blood mononuclear cell"	"IFIH1"	"Gene Expression"	"up"	"None"	"2"	"Days"	"Mycobacterium bovis BCG"	""	"Modified Vaccinia Ankara (MVA) virus vaccine vector"	"VO_0003120"	""	"2d-0d"	"time of vaccination (first dose)"	"adult (18-55)"	"23844129"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/23844129"
""	"20181210-hipciof_gene_23844129"	"2018.12.10"	"hipciof_gene_11"	"peripheral blood mononuclear cell"	"IRF9"	"Gene Expression"	"up"	"None"	"2"	"Days"	"Mycobacterium bovis BCG"	""	"Modified Vaccinia Ankara (MVA) virus vaccine vector"	"VO_0003120"	""	"2d-0d"	"time of vaccination (first dose)"	"adult (18-55)"	"23844129"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/23844129"
""	"20181210-hipciof_gene_23844129"	"2018.12.10"	"hipciof_gene_11"	"peripheral blood mononuclear cell"	"ISG15"	"Gene Expression"	"up"	"None"	"2"	"Days"	"Mycobacterium bovis BCG"	""	"Modified Vaccinia Ankara (MVA) virus vaccine vector"	"VO_0003120"	""	"2d-0d"	"time of vaccination (first dose)"	"adult (18-55)"	"23844129"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/23844129"
