""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"publication_reference_url"
"subject"	""	""	""	"cell_subset"	"gene"	""	""	""	""	""	"pathogen"	""	""	"vaccine"	""	""	""	""	""	""	""
"evidence"	""	""	""	""	""	"label"	"label"	"label"	"label"	"label"	""	"label"	"label"	""	"label"	"label"	"label"	"label"	"label"	"label"	"url"
"role"	""	""	""	"tissue"	"biomarker"	"background"	"measured"	"background"	"observed"	"observed"	"background"	"background"	"background"	"background"	"background"	"background"	"background"	"observed"	"background"	"background"	"reference"
"mime_type"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"numeric_units"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"display_text"	""	""	""	"tissue type"	"response agent (gene symbol)"	"response behavior type"	"response behavior"	"subgroup"	"time point"	"time point units"	"target pathogen"	"vaccine year"	"exposure material (original text)"	"exposure material"	"additional exposure material"	"comparison"	"baseline time"	"cohort"	"publication reference (PMID)"	"publication year"	"publication_url"
""	"20181102-hipciof_gene_22617845"	"2018.11.02"	"hipciof_gene"	"peripheral blood mononuclear cell"	"WWOX"	"Gene Expression"	"up"	"non responders"	"2 to 10"	"Months"	"Venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"in vivo-in vitro"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"
""	"20181102-hipciof_gene_22617845"	"2018.11.02"	"hipciof_gene"	"peripheral blood mononuclear cell"	"GCNT2"	"Gene Expression"	"up"	"non responders"	"2 to 10"	"Months"	"Venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"in vivo-in vitro"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"
""	"20181102-hipciof_gene_22617845"	"2018.11.02"	"hipciof_gene"	"peripheral blood mononuclear cell"	"HLA-DOB"	"Gene Expression"	"up"	"non responders"	"2 to 10"	"Months"	"Venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"in vivo-in vitro"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"
""	"20181102-hipciof_gene_22617845"	"2018.11.02"	"hipciof_gene"	"peripheral blood mononuclear cell"	"WWOX"	"Gene Expression"	"up"	"None"	"1"	"Days"	"Venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"
""	"20181102-hipciof_gene_22617845"	"2018.11.02"	"hipciof_gene"	"peripheral blood mononuclear cell"	"HLA-G"	"Gene Expression"	"up"	"None"	"1"	"Days"	"Venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"
