""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"publication_reference_url"
"subject"	""	""	""	"cell_subset"	"gene"	""	""	""	""	""	"pathogen"	""	""	"vaccine"	""	""	""	""	""	""	""
"evidence"	""	""	""	""	""	"label"	"label"	"label"	"label"	"label"	""	"label"	"label"	""	"label"	"label"	"label"	"label"	"label"	"label"	"url"
"role"	""	""	""	"tissue"	"biomarker"	"background"	"measured"	"background"	"observed"	"observed"	"background"	"background"	"background"	"background"	"background"	"background"	"background"	"observed"	"background"	"background"	"reference"
"mime_type"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"numeric_units"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"display_text"	""	""	""	"tissue type"	"response agent (gene symbol)"	"response behavior type"	"response behavior"	"subgroup"	"time point"	"time point units"	"target pathogen"	"vaccine year"	"exposure material (original text)"	"exposure material"	"additional exposure material"	"comparison"	"baseline time"	"cohort"	"publication reference (PMID)"	"publication year"	"publication_url"
""	"20181206-hipciof_gene_28502771"	"2018.12.06"	"hipciof_gene_8"	"peripheral blood mononuclear cell"	"MX1"	"Gene Expression"	"up"	"None"	"1"	"Days"	"Human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (25-40/60-79)"	"28502771"	"2017"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=28502771"
""	"20181206-hipciof_gene_28502771"	"2018.12.06"	"hipciof_gene_8"	"peripheral blood mononuclear cell"	"IFI44L"	"Gene Expression"	"up"	"None"	"1"	"Days"	"Human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (25-40/60-79)"	"28502771"	"2017"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=28502771"
""	"20181206-hipciof_gene_28502771"	"2018.12.06"	"hipciof_gene_8"	"peripheral blood mononuclear cell"	"PSPH"	"Gene Expression"	"up"	"None"	"1"	"Days"	"Human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (25-40/60-79)"	"28502771"	"2017"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=28502771"
""	"20181206-hipciof_gene_28502771"	"2018.12.06"	"hipciof_gene_8"	"peripheral blood mononuclear cell"	"MYO6"	"Gene Expression"	"up"	"None"	"1"	"Days"	"Human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (25-40/60-79)"	"28502771"	"2017"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=28502771"
""	"20181206-hipciof_gene_28502771"	"2018.12.06"	"hipciof_gene_8"	"peripheral blood mononuclear cell"	"GZMH"	"Gene Expression"	"up"	"None"	"1"	"Days"	"Human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (25-40/60-79)"	"28502771"	"2017"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=28502771"
""	"20181206-hipciof_gene_28502771"	"2018.12.06"	"hipciof_gene_8"	"peripheral blood mononuclear cell"	"SLC22A16"	"Gene Expression"	"up"	"None"	"1"	"Days"	"Human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (25-40/60-79)"	"28502771"	"2017"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=28502771"
