""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"publication_reference_url"
"subject"	""	""	""	"cell_subset"	"gene"	""	""	""	""	""	"pathogen"	""	""	"vaccine"	""	""	""	""	""	""	""
"evidence"	""	""	""	""	""	"label"	"label"	"label"	"label"	"label"	""	"label"	"label"	""	"label"	"label"	"label"	"label"	"label"	"label"	"url"
"role"	""	""	""	"tissue"	"biomarker"	"background"	"measured"	"background"	"observed"	"observed"	"background"	"background"	"background"	"background"	"background"	"background"	"background"	"observed"	"background"	"background"	"reference"
"mime_type"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"numeric_units"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"display_text"	""	""	""	"tissue type"	"response agent (gene symbol)"	"response behavior type"	"response behavior"	"subgroup"	"time point"	"time point units"	"target pathogen"	"vaccine year"	"exposure material (original text)"	"exposure material"	"additional exposure material"	"comparison"	"baseline time"	"cohort"	"publication reference (PMID)"	"publication year"	"publication_url"
""	"20181126-hipciof_gene_28854372"	"2018.11.26"	"hipciof_gene"	"peripheral blood mononuclear cell"	"CCL2"	"Gene Expression"	"up"	"None"	"1"	"Days"	"Ebola virus"	""	"rVSV-ZEBOV"	"VO_0000726"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (18-55)"	"28854372"	"2017"	"https://www.ncbi.nlm.nih.gov/pubmed/28854372"
""	"20181126-hipciof_gene_28854372"	"2018.11.26"	"hipciof_gene"	"peripheral blood mononuclear cell"	"LAMP3"	"Gene Expression"	"up"	"None"	"1"	"Days"	"Ebola virus"	""	"rVSV-ZEBOV"	"VO_0000726"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (18-55)"	"28854372"	"2017"	"https://www.ncbi.nlm.nih.gov/pubmed/28854372"
""	"20181126-hipciof_gene_28854372"	"2018.11.26"	"hipciof_gene"	"peripheral blood mononuclear cell"	"CXCL10"	"Gene Expression"	"up"	"None"	"1"	"Days"	"Ebola virus"	""	"rVSV-ZEBOV"	"VO_0000726"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (18-55)"	"28854372"	"2017"	"https://www.ncbi.nlm.nih.gov/pubmed/28854372"
""	"20181126-hipciof_gene_28854372"	"2018.11.26"	"hipciof_gene"	"peripheral blood mononuclear cell"	"RSAD2"	"Gene Expression"	"up"	"None"	"1"	"Days"	"Ebola virus"	""	"rVSV-ZEBOV"	"VO_0000726"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (18-55)"	"28854372"	"2017"	"https://www.ncbi.nlm.nih.gov/pubmed/28854372"
""	"20181126-hipciof_gene_28854372"	"2018.11.26"	"hipciof_gene"	"peripheral blood mononuclear cell"	"USP18"	"Gene Expression"	"up"	"None"	"1"	"Days"	"Ebola virus"	""	"rVSV-ZEBOV"	"VO_0000726"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (18-55)"	"28854372"	"2017"	"https://www.ncbi.nlm.nih.gov/pubmed/28854372"
""	"20181126-hipciof_gene_28854372"	"2018.11.26"	"hipciof_gene"	"peripheral blood mononuclear cell"	"ISG15"	"Gene Expression"	"up"	"None"	"1"	"Days"	"Ebola virus"	""	"rVSV-ZEBOV"	"VO_0000726"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (18-55)"	"28854372"	"2017"	"https://www.ncbi.nlm.nih.gov/pubmed/28854372"
