""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"publication_reference_url"	"subObsID"	"uniqObsID"	"response_agent_original"
"subject"	""	""	""	"cell_subset"	"gene"	""	""	""	""	""	"pathogen"	""	""	"vaccine"	""	""	""	""	""	""	""	""	""	""
"evidence"	""	""	""	""	""	"label"	"label"	"label"	"label"	"label"	""	"label"	"label"	""	"label"	"label"	"label"	"label"	"label"	"label"	"url"	"label"	"label"	"label"
"role"	""	""	""	"tissue"	"gene_biomarker"	"background"	"measured"	"background"	"observed"	"observed"	"pathogen"	"background"	"background"	"vaccine"	"background"	"background"	"background"	"observed"	"background"	"background"	"reference"	"background"	"background"	"background"
"mime_type"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"numeric_units"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"display_text"	""	""	""	"tissue type"	"response agent (gene symbol)"	"response behavior type"	"response behavior"	"subgroup"	"time point"	"time point units"	"target pathogen"	"vaccine year (influenza only)"	"exposure material (original text)"	"exposure material (VO)"	"additional exposure material"	"comparison"	"baseline time"	"cohort"	"publication reference (PMID)"	"publication year"	"publication_url"	"ID of observation within its submission"	"Uniq ID of observation within submission type"	"original gene symbol"
""	"20191009-hipciof_gene_30247603"	"2019.10.09"	"hipciof_gene_54"	"skin of body"	"CXCL10"	"gene expression"	"up"	""	"3"	"days"	"Human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"After vaccine vs before vaccine"	"Time of vaccination (first dose)"	"Adults (70-93)"	"30247603"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"1"	"415"	"CXCL10"
""	"20191009-hipciof_gene_30247603"	"2019.10.09"	"hipciof_gene_54"	"skin of body"	"CXCL9"	"gene expression"	"up"	""	"3"	"days"	"Human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"After vaccine vs before vaccine"	"Time of vaccination (first dose)"	"Adults (70-93)"	"30247603"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"1"	"415"	"CXCL9"
""	"20191009-hipciof_gene_30247603"	"2019.10.09"	"hipciof_gene_54"	"skin of body"	"SELL"	"gene expression"	"up"	""	"3"	"days"	"Human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"After vaccine vs before vaccine"	"Time of vaccination (first dose)"	"Adults (70-93)"	"30247603"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"1"	"415"	"SELL"
""	"20191009-hipciof_gene_30247603"	"2019.10.09"	"hipciof_gene_54"	"skin of body"	"CCL5"	"gene expression"	"up"	""	"3"	"days"	"Human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"After vaccine vs before vaccine"	"Time of vaccination (first dose)"	"Adults (70-93)"	"30247603"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"1"	"415"	"CCL5"
""	"20191009-hipciof_gene_30247603"	"2019.10.09"	"hipciof_gene_54"	"skin of body"	"ITGAL"	"gene expression"	"up"	""	"3"	"days"	"Human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"After vaccine vs before vaccine"	"Time of vaccination (first dose)"	"Adults (70-93)"	"30247603"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"1"	"415"	"ITGAL"
""	"20191009-hipciof_gene_30247603"	"2019.10.09"	"hipciof_gene_54"	"skin of body"	"ITGAX"	"gene expression"	"up"	""	"3"	"days"	"Human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"After vaccine vs before vaccine"	"Time of vaccination (first dose)"	"Adults (70-93)"	"30247603"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"1"	"415"	"ITGAX"
