""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"publication_reference_url"
"subject"	""	""	""	"cell_subset"	"gene"	""	""	""	""	""	"pathogen"	""	""	"vaccine"	""	""	""	""	""	""	""
"evidence"	""	""	""	""	""	"label"	"label"	"label"	"label"	"label"	""	"label"	"label"	""	"label"	"label"	"label"	"label"	"label"	"label"	"url"
"role"	""	""	""	"tissue"	"biomarker"	"background"	"measured"	"background"	"observed"	"observed"	"background"	"background"	"background"	"background"	"background"	"background"	"background"	"observed"	"background"	"background"	"reference"
"mime_type"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"numeric_units"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"display_text"	""	""	""	"tissue type"	"response agent (gene symbol)"	"response behavior type"	"response behavior"	"subgroup"	"time point"	"time point units"	"target pathogen"	"vaccine year"	"exposure material (original text)"	"exposure material"	"additional exposure material"	"comparison"	"baseline time"	"cohort"	"publication reference (PMID)"	"publication year"	"publication_url"
""	"20181126-hipciof_gene_23878721"	"2018.11.26"	"hipciof_gene"	"blood"	"KCNG1"	"Gene Expression"	"positive"	"None"	"0"	"Days"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"associated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"
""	"20181126-hipciof_gene_23878721"	"2018.11.26"	"hipciof_gene"	"blood"	"LYRM4"	"Gene Expression"	"positive"	"None"	"0"	"Days"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"associated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"
""	"20181126-hipciof_gene_23878721"	"2018.11.26"	"hipciof_gene"	"blood"	"TCL1A"	"Gene Expression"	"positive"	"None"	"0"	"Days"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"associated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"
""	"20181126-hipciof_gene_23878721"	"2018.11.26"	"hipciof_gene"	"blood"	"UBE2Z"	"Gene Expression"	"positive"	"None"	"0"	"Days"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"associated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"
""	"20181126-hipciof_gene_23878721"	"2018.11.26"	"hipciof_gene"	"blood"	"LTB"	"Gene Expression"	"positive"	"None"	"0"	"Days"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"associated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"
