""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subObsID"	"uniqObsID"	"response_agent_original"	"signature_file"	"complete_signature_file"
"subject"	""	""	""	"cell_subset"	"gene"	""	""	""	""	""	"pathogen"	""	""	"vaccine"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"evidence"	""	""	""	""	""	"label"	"label"	"label"	"label"	"label"	""	"label"	"label"	""	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"url"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"file"	"file"
"role"	""	""	""	"tissue"	"gene_biomarker"	"background"	"measured"	"background"	"observed"	"observed"	"pathogen"	"background"	"background"	"vaccine"	"background"	"background"	"background"	"observed"	"background"	"background"	"background"	"background"	"reference"	"observed"	"observed"	"observed"	"observed"	"background"	"background"	"background"	"observed"	"observed"
"mime_type"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"numeric_units"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"comments and additional details"	""	""	""	""	""	""	""	""	""	""
"display_text"	""	""	""	"tissue type"	"response agent (gene symbol)"	"response behavior type"	"response behavior"	"subgroup"	"time point"	"time point units"	"target pathogen"	"vaccine year (influenza only)"	"exposure material (name)"	"exposure material (VO)"	"additional exposure material"	"comparison"	"baseline time"	"cohort"	"publication reference (PMID)"	"publication year"	"figure or table or text section containing signature"	"comment"	"Querec et al. (2009) Systems biology approach predicts immunogenicity of the yellow fever vaccine in humans. Nat. Immunol. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=19029902' target='_blank'>19029902</a>"	"cohort"	"min. age"	"max. age"	"age units"	"ID of observation within its submission"	"Uniq ID of observation within submission type"	"original gene symbol"	"signature response agents file"	"complete signature response agents file"
""	"20090130-hipciof_gene_19029902"	"2009.01.30"	"hipciof_gene_44"	"peripheral blood mononuclear cell"	"IRF7"	"gene expression"	"up"	"none"	"3"	"days"	"yellow fever virus 17D"	""	"YF-17D vaccine"	"VO_0003134"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"19029902"	"2009"	"Fig1 & Suppl Fig 3"	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/"	"adults"	"18"	"45"	"years"	"1"	"363"	"IRF7"	"hipciof_gene_19029902_363.txt"	"hipciof_gene_complete_19029902_363.txt"
""	"20090130-hipciof_gene_19029902"	"2009.01.30"	"hipciof_gene_44"	"peripheral blood mononuclear cell"	"STAT1"	"gene expression"	"up"	"none"	"3"	"days"	"yellow fever virus 17D"	""	"YF-17D vaccine"	"VO_0003134"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"19029902"	"2009"	"Fig1 & Suppl Fig 3"	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/"	"adults"	"18"	"45"	"years"	"1"	"363"	"STAT1"	"hipciof_gene_19029902_363.txt"	"hipciof_gene_complete_19029902_363.txt"
""	"20090130-hipciof_gene_19029902"	"2009.01.30"	"hipciof_gene_44"	"peripheral blood mononuclear cell"	"CD38"	"gene expression"	"up"	"none"	"3"	"days"	"yellow fever virus 17D"	""	"YF-17D vaccine"	"VO_0003134"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"19029902"	"2009"	"Fig1 & Suppl Fig 3"	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/"	"adults"	"18"	"45"	"years"	"1"	"363"	"CD38"	"hipciof_gene_19029902_363.txt"	"hipciof_gene_complete_19029902_363.txt"
""	"20090130-hipciof_gene_19029902"	"2009.01.30"	"hipciof_gene_44"	"peripheral blood mononuclear cell"	"C3AR1"	"gene expression"	"up"	"none"	"3"	"days"	"yellow fever virus 17D"	""	"YF-17D vaccine"	"VO_0003134"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"19029902"	"2009"	"Fig1 & Suppl Fig 3"	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/"	"adults"	"18"	"45"	"years"	"1"	"363"	"C3AR1"	"hipciof_gene_19029902_363.txt"	"hipciof_gene_complete_19029902_363.txt"
