""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"publication_reference_url"
"subject"	""	""	""	"cell_subset"	"gene"	""	""	""	""	""	"pathogen"	""	""	"vaccine"	""	""	""	""	""	""	""
"evidence"	""	""	""	""	""	"label"	"label"	"label"	"label"	"label"	""	"label"	"label"	""	"label"	"label"	"label"	"label"	"label"	"label"	"url"
"role"	""	""	""	"tissue"	"biomarker"	"background"	"measured"	"background"	"observed"	"observed"	"background"	"background"	"background"	"background"	"background"	"background"	"background"	"observed"	"background"	"background"	"reference"
"mime_type"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"numeric_units"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"display_text"	""	""	""	"tissue type"	"response agent (gene symbol)"	"response behavior type"	"response behavior"	"subgroup"	"time point"	"time point units"	"target pathogen"	"vaccine year"	"exposure material (original text)"	"exposure material"	"additional exposure material"	"comparison"	"baseline time"	"cohort"	"publication reference (PMID)"	"publication year"	"publication_url"
""	"20181206-hipciof_gene_19239680"	"2018.12.06"	"hipciof_gene_20"	"peripheral blood mononuclear cell"	"IL6"	"Gene Expression"	"up"	"None"	"68 to 70"	"Days"	"Mycobacterium bovis BCG"	""	"BCG (Danish strain BCG Statens Serum Institut, Denmark)"	"VO_0003129"	""	"stimulated-unstimulated"	"time of vaccination (first dose)"	"infants (10w)"	"19239680"	"2009"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680"
""	"20181206-hipciof_gene_19239680"	"2018.12.06"	"hipciof_gene_20"	"peripheral blood mononuclear cell"	"CSF2"	"Gene Expression"	"up"	"None"	"68 to 70"	"Days"	"Mycobacterium bovis BCG"	""	"BCG (Danish strain BCG Statens Serum Institut, Denmark)"	"VO_0003129"	""	"stimulated-unstimulated"	"time of vaccination (first dose)"	"infants (10w)"	"19239680"	"2009"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680"
""	"20181206-hipciof_gene_19239680"	"2018.12.06"	"hipciof_gene_20"	"peripheral blood mononuclear cell"	"IL36G"	"Gene Expression"	"up"	"None"	"68 to 70"	"Days"	"Mycobacterium bovis BCG"	""	"BCG (Danish strain BCG Statens Serum Institut, Denmark)"	"VO_0003129"	""	"stimulated-unstimulated"	"time of vaccination (first dose)"	"infants (10w)"	"19239680"	"2009"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680"
""	"20181206-hipciof_gene_19239680"	"2018.12.06"	"hipciof_gene_20"	"peripheral blood mononuclear cell"	"CCL20"	"Gene Expression"	"up"	"None"	"68 to 70"	"Days"	"Mycobacterium bovis BCG"	""	"BCG (Danish strain BCG Statens Serum Institut, Denmark)"	"VO_0003129"	""	"stimulated-unstimulated"	"time of vaccination (first dose)"	"infants (10w)"	"19239680"	"2009"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680"
""	"20181206-hipciof_gene_19239680"	"2018.12.06"	"hipciof_gene_20"	"peripheral blood mononuclear cell"	"IL1A"	"Gene Expression"	"up"	"None"	"68 to 70"	"Days"	"Mycobacterium bovis BCG"	""	"BCG (Danish strain BCG Statens Serum Institut, Denmark)"	"VO_0003129"	""	"stimulated-unstimulated"	"time of vaccination (first dose)"	"infants (10w)"	"19239680"	"2009"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680"
