""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"publication_reference_url"	"subObsID"	"uniqObsID"	"response_agent_original"
"subject"	""	""	""	"cell_subset"	"gene"	""	""	""	""	""	"pathogen"	""	""	"vaccine"	""	""	""	""	""	""	""	""	""	""
"evidence"	""	""	""	""	""	"label"	"label"	"label"	"label"	"label"	""	"label"	"label"	""	"label"	"label"	"label"	"label"	"label"	"label"	"url"	"label"	"label"	"label"
"role"	""	""	""	"tissue"	"gene_biomarker"	"background"	"measured"	"background"	"observed"	"observed"	"pathogen"	"background"	"background"	"vaccine"	"background"	"background"	"background"	"observed"	"background"	"background"	"reference"	"background"	"background"	"background"
"mime_type"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"numeric_units"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"display_text"	""	""	""	"tissue type"	"response agent (gene symbol)"	"response behavior type"	"response behavior"	"subgroup"	"time point"	"time point units"	"target pathogen"	"vaccine year (influenza only)"	"exposure material (original text)"	"exposure material (VO)"	"additional exposure material"	"comparison"	"baseline time"	"cohort"	"publication reference (PMID)"	"publication year"	"publication_url"	"ID of observation within its submission"	"Uniq ID of observation within submission type"	"original gene symbol"
""	"20191009-hipciof_gene_24495909"	"2019.10.09"	"hipciof_gene_36"	"blood"	"SERPING1"	"gene expression"	"up"	"none"	"1"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Fluzone"	"VO_0000047"	""	"1d-0d"	"time of vaccination (first dose)"	"children (0.5-14)"	"24495909"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24495909"	"1"	"252"	"SERPING1"
""	"20191009-hipciof_gene_24495909"	"2019.10.09"	"hipciof_gene_36"	"blood"	"SERPING1"	"gene expression"	"up"	"none"	"1"	"Days"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"2010"	"Fluzone"	"VO_0000047"	""	"1d-0d"	"time of vaccination (first dose)"	"children (0.5-14)"	"24495909"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24495909"	"1"	"252"	"SERPING1"
""	"20191009-hipciof_gene_24495909"	"2019.10.09"	"hipciof_gene_36"	"blood"	"SERPING1"	"gene expression"	"up"	"none"	"1"	"Days"	"Influenza B virus (B/Brisbane/60/2008)"	"2010"	"Fluzone"	"VO_0000047"	""	"1d-0d"	"time of vaccination (first dose)"	"children (0.5-14)"	"24495909"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24495909"	"1"	"252"	"SERPING1"
""	"20191009-hipciof_gene_24495909"	"2019.10.09"	"hipciof_gene_36"	"blood"	"IDO1"	"gene expression"	"up"	"none"	"1"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Fluzone"	"VO_0000047"	""	"1d-0d"	"time of vaccination (first dose)"	"children (0.5-14)"	"24495909"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24495909"	"1"	"252"	"INDO"
""	"20191009-hipciof_gene_24495909"	"2019.10.09"	"hipciof_gene_36"	"blood"	"IDO1"	"gene expression"	"up"	"none"	"1"	"Days"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"2010"	"Fluzone"	"VO_0000047"	""	"1d-0d"	"time of vaccination (first dose)"	"children (0.5-14)"	"24495909"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24495909"	"1"	"252"	"INDO"
""	"20191009-hipciof_gene_24495909"	"2019.10.09"	"hipciof_gene_36"	"blood"	"IDO1"	"gene expression"	"up"	"none"	"1"	"Days"	"Influenza B virus (B/Brisbane/60/2008)"	"2010"	"Fluzone"	"VO_0000047"	""	"1d-0d"	"time of vaccination (first dose)"	"children (0.5-14)"	"24495909"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24495909"	"1"	"252"	"INDO"
