""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"publication_reference_url"
"subject"	""	""	""	"cell_subset"	"gene"	""	""	""	""	""	"pathogen"	""	""	"vaccine"	""	""	""	""	""	""	""
"evidence"	""	""	""	""	""	"label"	"label"	"label"	"label"	"label"	""	"label"	"label"	""	"label"	"label"	"label"	"label"	"label"	"label"	"url"
"role"	""	""	""	"tissue"	"biomarker"	"background"	"measured"	"background"	"observed"	"observed"	"background"	"background"	"background"	"background"	"background"	"background"	"background"	"observed"	"background"	"background"	"reference"
"mime_type"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"numeric_units"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"display_text"	""	""	""	"tissue type"	"response agent (gene symbol)"	"response behavior type"	"response behavior"	"subgroup"	"time point"	"time point units"	"target pathogen"	"vaccine year"	"exposure material (original text)"	"exposure material"	"additional exposure material"	"comparison"	"baseline time"	"cohort"	"publication reference (PMID)"	"publication year"	"publication_url"
""	"20181102-hipciof_gene_26755593"	"2018.11.02"	"hipciof_gene"	"peripheral blood mononuclear cell"	"PTX3"	"Gene Expression"	"negative"	"MF59-adjuvanted and non-adjuvanted"	"29"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2012"	"Fluad; Imuvac"	"VO_0004281"	""	"associated with HAI response"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"
""	"20181102-hipciof_gene_26755593"	"2018.11.02"	"hipciof_gene"	"peripheral blood mononuclear cell"	"ELANE"	"Gene Expression"	"negative"	"MF59-adjuvanted and non-adjuvanted"	"29"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2012"	"Fluad; Imuvac"	"VO_0004281"	""	"associated with HAI response"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"
""	"20181102-hipciof_gene_26755593"	"2018.11.02"	"hipciof_gene"	"peripheral blood mononuclear cell"	"FCER1A"	"Gene Expression"	"negative"	"MF59-adjuvanted and non-adjuvanted"	"29"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2012"	"Fluad; Imuvac"	"VO_0004281"	""	"associated with HAI response"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"
""	"20181102-hipciof_gene_26755593"	"2018.11.02"	"hipciof_gene"	"peripheral blood mononuclear cell"	"PTX3"	"Gene Expression"	"negative"	"MF59-adjuvanted and non-adjuvanted"	"29"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2012"	"Fluad; Imuvac"	"VO_0003144"	""	"associated with HAI response"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"
""	"20181102-hipciof_gene_26755593"	"2018.11.02"	"hipciof_gene"	"peripheral blood mononuclear cell"	"ELANE"	"Gene Expression"	"negative"	"MF59-adjuvanted and non-adjuvanted"	"29"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2012"	"Fluad; Imuvac"	"VO_0003144"	""	"associated with HAI response"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"
