""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"signature_source_url"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"response_comp_cnt"	"target_pathogen_1"	"target_pathogen_2"	"target_pathogen_3"	"signature_file"	"complete_signature_file"
"subject"	""	""	""	"cell_subset"	"gene"	""	""	""	""	""	""	""	""	""	"vaccine"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"pathogen"	"pathogen"	"pathogen"	""	""
"evidence"	""	""	""	""	""	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	""	"label"	"label"	"label"	"label"	"label"	"url"	"label"	"label"	"url"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	""	""	""	"file"	"file"
"role"	""	""	""	"tissue"	"gene_biomarker"	"background"	"measured"	"background"	"observed"	"observed"	"background"	"background"	"background"	"background"	"vaccine"	"background"	"observed"	"background"	"background"	"background"	"reference"	"background"	"background"	"reference"	"observed"	"observed"	"observed"	"observed"	"background"	"background"	"background"	"observed"	"pathogen"	"pathogen"	"pathogen"	"observed"	"observed"
"mime_type"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"numeric_units"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"display_text"	""	""	""	"tissue type"	"response component (gene symbol)"	"response behavior type"	"response behavior"	"subgroup"	"time point"	"time point units"	"baseline time"	"comparison"	"vaccine year (influenza only)"	"exposure material (name)"	"exposure material (VO)"	"additional exposure material"	"cohort"	"publication reference (PMID)"	"publication year"	"figure or table or text section containing signature"	"signature source url"	"comments and additional details"	"gene signature is a model"	"Cao et al. (2014) Differences in antibody responses between trivalent inactivated influenza vaccine and live attenuated influenza vaccine correlate with the kinetics and magnitude of interferon signaling in children. J Infect Dis PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=24495909' target='_blank'>24495909</a>"	"age group"	"min. age"	"max. age"	"age units"	"ID of observation within its submission"	"Uniq ID of observation within submission type"	"original gene symbol"	"response component count"	"target pathogen 1"	"target pathogen 2"	"target pathogen 3"	"signature response component (genes) file"	"complete signature response components including non-HGNC genes"
""	"hipc_gene_24495909_15"	"2014.07"	"hipc_gene_24495909_15"	"blood"	"OASL"	"gene expression"	"positively"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"correlated with H3N2 VN titer"	"2010"	"FluMist"	"VO_0000044"	""	"children (0.5-14y)"	"24495909"	"2014"	"Table 3"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4092249/table/JIU079TB3/' target='_blank'>table/JIU079TB3</a>"	"~80% of cohort were white, ~50/50 Female:male  "	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24495909"	"infants, children"	"0.5"	"14"	"years"	"15"	"269"	"OASL"	"9"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_24495909_15.txt"	"hipc_gene_sig_complete_24495909_15.txt"
""	"hipc_gene_24495909_15"	"2014.07"	"hipc_gene_24495909_15"	"blood"	"OAS1"	"gene expression"	"positively"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"correlated with H3N2 VN titer"	"2010"	"FluMist"	"VO_0000044"	""	"children (0.5-14y)"	"24495909"	"2014"	"Table 3"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4092249/table/JIU079TB3/' target='_blank'>table/JIU079TB3</a>"	"~80% of cohort were white, ~50/50 Female:male  "	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24495909"	"infants, children"	"0.5"	"14"	"years"	"15"	"269"	"OAS1"	"9"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_24495909_15.txt"	"hipc_gene_sig_complete_24495909_15.txt"
""	"hipc_gene_24495909_15"	"2014.07"	"hipc_gene_24495909_15"	"blood"	"OAS2"	"gene expression"	"positively"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"correlated with H3N2 VN titer"	"2010"	"FluMist"	"VO_0000044"	""	"children (0.5-14y)"	"24495909"	"2014"	"Table 3"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4092249/table/JIU079TB3/' target='_blank'>table/JIU079TB3</a>"	"~80% of cohort were white, ~50/50 Female:male  "	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24495909"	"infants, children"	"0.5"	"14"	"years"	"15"	"269"	"OAS2"	"9"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_24495909_15.txt"	"hipc_gene_sig_complete_24495909_15.txt"
""	"hipc_gene_24495909_15"	"2014.07"	"hipc_gene_24495909_15"	"blood"	"IFIT1"	"gene expression"	"positively"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"correlated with H3N2 VN titer"	"2010"	"FluMist"	"VO_0000044"	""	"children (0.5-14y)"	"24495909"	"2014"	"Table 3"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4092249/table/JIU079TB3/' target='_blank'>table/JIU079TB3</a>"	"~80% of cohort were white, ~50/50 Female:male  "	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24495909"	"infants, children"	"0.5"	"14"	"years"	"15"	"269"	"IFIT1"	"9"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_24495909_15.txt"	"hipc_gene_sig_complete_24495909_15.txt"
""	"hipc_gene_24495909_15"	"2014.07"	"hipc_gene_24495909_15"	"blood"	"IFIT3"	"gene expression"	"positively"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"correlated with H3N2 VN titer"	"2010"	"FluMist"	"VO_0000044"	""	"children (0.5-14y)"	"24495909"	"2014"	"Table 3"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4092249/table/JIU079TB3/' target='_blank'>table/JIU079TB3</a>"	"~80% of cohort were white, ~50/50 Female:male  "	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24495909"	"infants, children"	"0.5"	"14"	"years"	"15"	"269"	"IFIT3"	"9"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_24495909_15.txt"	"hipc_gene_sig_complete_24495909_15.txt"
""	"hipc_gene_24495909_15"	"2014.07"	"hipc_gene_24495909_15"	"blood"	"IFITM3"	"gene expression"	"positively"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"correlated with H3N2 VN titer"	"2010"	"FluMist"	"VO_0000044"	""	"children (0.5-14y)"	"24495909"	"2014"	"Table 3"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4092249/table/JIU079TB3/' target='_blank'>table/JIU079TB3</a>"	"~80% of cohort were white, ~50/50 Female:male  "	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24495909"	"infants, children"	"0.5"	"14"	"years"	"15"	"269"	"IFITM3"	"9"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_24495909_15.txt"	"hipc_gene_sig_complete_24495909_15.txt"
""	"hipc_gene_24495909_15"	"2014.07"	"hipc_gene_24495909_15"	"blood"	"RSAD2"	"gene expression"	"positively"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"correlated with H3N2 VN titer"	"2010"	"FluMist"	"VO_0000044"	""	"children (0.5-14y)"	"24495909"	"2014"	"Table 3"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4092249/table/JIU079TB3/' target='_blank'>table/JIU079TB3</a>"	"~80% of cohort were white, ~50/50 Female:male  "	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24495909"	"infants, children"	"0.5"	"14"	"years"	"15"	"269"	"RSAD2"	"9"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_24495909_15.txt"	"hipc_gene_sig_complete_24495909_15.txt"
""	"hipc_gene_24495909_15"	"2014.07"	"hipc_gene_24495909_15"	"blood"	"GBP1"	"gene expression"	"positively"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"correlated with H3N2 VN titer"	"2010"	"FluMist"	"VO_0000044"	""	"children (0.5-14y)"	"24495909"	"2014"	"Table 3"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4092249/table/JIU079TB3/' target='_blank'>table/JIU079TB3</a>"	"~80% of cohort were white, ~50/50 Female:male  "	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24495909"	"infants, children"	"0.5"	"14"	"years"	"15"	"269"	"GBP1"	"9"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_24495909_15.txt"	"hipc_gene_sig_complete_24495909_15.txt"
""	"hipc_gene_24495909_15"	"2014.07"	"hipc_gene_24495909_15"	"blood"	"GBP5"	"gene expression"	"positively"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"correlated with H3N2 VN titer"	"2010"	"FluMist"	"VO_0000044"	""	"children (0.5-14y)"	"24495909"	"2014"	"Table 3"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4092249/table/JIU079TB3/' target='_blank'>table/JIU079TB3</a>"	"~80% of cohort were white, ~50/50 Female:male  "	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24495909"	"infants, children"	"0.5"	"14"	"years"	"15"	"269"	"GBP5"	"9"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_24495909_15.txt"	"hipc_gene_sig_complete_24495909_15.txt"
