""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"signature_source_url"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"response_comp_cnt"	"signature_file"	"signature_file_complete"
"subject"	""	""	""	"cell_subset"	"gene"	""	""	""	""	""	""	""	"pathogen"	""	""	"vaccine"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"evidence"	""	""	""	""	""	"label"	"label"	"label"	"label"	"label"	"label"	"label"	""	"label"	"label"	""	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"url"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"file"	"file"
"role"	""	""	""	"tissue"	"gene_biomarker"	"background"	"measured"	"background"	"observed"	"observed"	"background"	"background"	"pathogen"	"background"	"background"	"vaccine"	"background"	"observed"	"background"	"background"	"background"	"background"	"background"	"background"	"reference"	"observed"	"observed"	"observed"	"observed"	"background"	"background"	"background"	"observed"	"observed"	"observed"
"mime_type"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"numeric_units"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"display_text"	""	""	""	"tissue type"	"response component (gene symbol)"	"response behavior type"	"response behavior"	"subgroup"	"time point"	"time point units"	"baseline time"	"comparison"	"target pathogen"	"vaccine year (influenza only)"	"exposure material (name)"	"exposure material (VO)"	"additional exposure material"	"cohort"	"publication reference (PMID)"	"publication year"	"signature source figure, table or text section "	"signature source url"	"comments and additional details"	"gene signature is a model"	"Anderson et al. (2018) Molecular Signatures of a TLR4 Agonist-Adjuvanted HIV-1 Vaccine Candidate in Humans. Front Immunol PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=29535712' target='_blank'>29535712</a>"	"age group"	"min. age"	"max. age"	"age units"	"ID of observation within its submission"	"Uniq ID of observation within submission type"	"original gene symbol"	"response component count"	"signature response component (genes) file"	" signature response components including non-HGNC genes"
""	"hipc_gene_29535712_12"	"2018.02"	"hipc_gene_29535712_12"	"blood"	"SLC44A1"	"gene expression"	"up"	"low IgM responders"	"1"	"day"	"time of vaccination (first dose)"	"1d-0hr"	"human immunodeficiency virus 1"	""	"CN54gp140 adjuvanted with GLA-AF"	"VO_0004891"	""	"adults (18-45)"	"29535712"	"2018"	"Results: Early BTM Signatures Induced in Whole Blood Post Vaccination Correlate with Later Serum Antibody Responses"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"adults"	"18"	"45"	"years"	"12"	"419"	"SLC44A1"	"5"	"hipc_gene_sig_29535712_12.txt"	"hipc_gene_sig_complete_29535712_12.txt"
""	"hipc_gene_29535712_12"	"2018.02"	"hipc_gene_29535712_12"	"blood"	"KCNH1"	"gene expression"	"up"	"low IgM responders"	"1"	"day"	"time of vaccination (first dose)"	"1d-0hr"	"human immunodeficiency virus 1"	""	"CN54gp140 adjuvanted with GLA-AF"	"VO_0004891"	""	"adults (18-45)"	"29535712"	"2018"	"Results: Early BTM Signatures Induced in Whole Blood Post Vaccination Correlate with Later Serum Antibody Responses"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"adults"	"18"	"45"	"years"	"12"	"419"	"KCNH1"	"5"	"hipc_gene_sig_29535712_12.txt"	"hipc_gene_sig_complete_29535712_12.txt"
""	"hipc_gene_29535712_12"	"2018.02"	"hipc_gene_29535712_12"	"blood"	"CAV1"	"gene expression"	"up"	"low IgM responders"	"1"	"day"	"time of vaccination (first dose)"	"1d-0hr"	"human immunodeficiency virus 1"	""	"CN54gp140 adjuvanted with GLA-AF"	"VO_0004891"	""	"adults (18-45)"	"29535712"	"2018"	"Results: Early BTM Signatures Induced in Whole Blood Post Vaccination Correlate with Later Serum Antibody Responses"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"adults"	"18"	"45"	"years"	"12"	"419"	"CAV1"	"5"	"hipc_gene_sig_29535712_12.txt"	"hipc_gene_sig_complete_29535712_12.txt"
""	"hipc_gene_29535712_12"	"2018.02"	"hipc_gene_29535712_12"	"blood"	"TXNDC15"	"gene expression"	"up"	"low IgM responders"	"1"	"day"	"time of vaccination (first dose)"	"1d-0hr"	"human immunodeficiency virus 1"	""	"CN54gp140 adjuvanted with GLA-AF"	"VO_0004891"	""	"adults (18-45)"	"29535712"	"2018"	"Results: Early BTM Signatures Induced in Whole Blood Post Vaccination Correlate with Later Serum Antibody Responses"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"adults"	"18"	"45"	"years"	"12"	"419"	"TXNDC15"	"5"	"hipc_gene_sig_29535712_12.txt"	"hipc_gene_sig_complete_29535712_12.txt"
""	"hipc_gene_29535712_12"	"2018.02"	"hipc_gene_29535712_12"	"blood"	"KRTCAP2"	"gene expression"	"up"	"low IgM responders"	"1"	"day"	"time of vaccination (first dose)"	"1d-0hr"	"human immunodeficiency virus 1"	""	"CN54gp140 adjuvanted with GLA-AF"	"VO_0004891"	""	"adults (18-45)"	"29535712"	"2018"	"Results: Early BTM Signatures Induced in Whole Blood Post Vaccination Correlate with Later Serum Antibody Responses"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"adults"	"18"	"45"	"years"	"12"	"419"	"KRTCAP2"	"5"	"hipc_gene_sig_29535712_12.txt"	"hipc_gene_sig_complete_29535712_12.txt"
