""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"response_comp_cnt"	"signature_file"	"complete_signature_file"
"subject"	""	""	""	"cell_subset"	"gene"	""	""	""	""	""	""	""	"pathogen"	""	""	"vaccine"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"evidence"	""	""	""	""	""	"label"	"label"	"label"	"label"	"label"	"label"	"label"	""	"label"	"label"	""	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"url"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"file"	"file"
"role"	""	""	""	"tissue"	"gene_biomarker"	"background"	"measured"	"background"	"observed"	"observed"	"background"	"background"	"pathogen"	"background"	"background"	"vaccine"	"background"	"observed"	"background"	"background"	"background"	"background"	"background"	"reference"	"observed"	"observed"	"observed"	"observed"	"background"	"background"	"background"	"observed"	"observed"	"observed"
"mime_type"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"numeric_units"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"display_text"	""	""	""	"tissue type"	"response component (gene symbol)"	"response behavior type"	"response behavior"	"subgroup"	"time point"	"time point units"	"baseline time"	"comparison"	"target pathogen"	"vaccine year (influenza only)"	"exposure material (name)"	"exposure material (VO)"	"additional exposure material"	"cohort"	"publication reference (PMID)"	"publication year"	"figure or table or text section containing signature"	"comments and additional details"	"gene signature is a model"	"Haralambieva et al. (2013) Genome-wide characterization of transcriptional patterns in high and low antibody responders to rubella vaccination. PLoS One PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=23658707' target='_blank'>23658707</a>"	"age group"	"min. age"	"max. age"	"age units"	"ID of observation within its submission"	"Uniq ID of observation within submission type"	"original gene symbol"	"response component count"	"signature response component file"	"complete signature response component file"
""	"hipc_gene_23658707_1"	"2013.05"	"hipc_gene_23658707_1"	"peripheral blood mononuclear cell"	"MLXIPL"	"gene expression"	"up"	"none"	"3 to 7"	"Years"	"time of vaccination (first dose)"	"stimulated vs unstimulated"	"rubella virus vaccine strain RA27/3"	""	"M-M-R II"	"VO_0000069"	""	"children (13-16)"	"23658707"	"2013"	"Table 2"	"top differentially expressed genes, full set of 1080 avail in Suppl Materials"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23658707"	"children"	"13"	"16"	"years"	"1"	"146"	"MLXIPL"	"42"	"hipc_gene_sig_23658707_1.txt"	"hipc_gene_sig_complete_23658707_1.txt"
""	"hipc_gene_23658707_1"	"2013.05"	"hipc_gene_23658707_1"	"peripheral blood mononuclear cell"	"CXCL6"	"gene expression"	"up"	"none"	"3 to 7"	"Years"	"time of vaccination (first dose)"	"stimulated vs unstimulated"	"rubella virus vaccine strain RA27/3"	""	"M-M-R II"	"VO_0000069"	""	"children (13-16)"	"23658707"	"2013"	"Table 2"	"top differentially expressed genes, full set of 1080 avail in Suppl Materials"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23658707"	"children"	"13"	"16"	"years"	"1"	"146"	"CXCL6"	"42"	"hipc_gene_sig_23658707_1.txt"	"hipc_gene_sig_complete_23658707_1.txt"
""	"hipc_gene_23658707_1"	"2013.05"	"hipc_gene_23658707_1"	"peripheral blood mononuclear cell"	"FAM135B"	"gene expression"	"up"	"none"	"3 to 7"	"Years"	"time of vaccination (first dose)"	"stimulated vs unstimulated"	"rubella virus vaccine strain RA27/3"	""	"M-M-R II"	"VO_0000069"	""	"children (13-16)"	"23658707"	"2013"	"Table 2"	"top differentially expressed genes, full set of 1080 avail in Suppl Materials"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23658707"	"children"	"13"	"16"	"years"	"1"	"146"	"FAM135B"	"42"	"hipc_gene_sig_23658707_1.txt"	"hipc_gene_sig_complete_23658707_1.txt"
""	"hipc_gene_23658707_1"	"2013.05"	"hipc_gene_23658707_1"	"peripheral blood mononuclear cell"	"PPP1R14C"	"gene expression"	"up"	"none"	"3 to 7"	"Years"	"time of vaccination (first dose)"	"stimulated vs unstimulated"	"rubella virus vaccine strain RA27/3"	""	"M-M-R II"	"VO_0000069"	""	"children (13-16)"	"23658707"	"2013"	"Table 2"	"top differentially expressed genes, full set of 1080 avail in Suppl Materials"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23658707"	"children"	"13"	"16"	"years"	"1"	"146"	"PPP1R14C"	"42"	"hipc_gene_sig_23658707_1.txt"	"hipc_gene_sig_complete_23658707_1.txt"
