""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"signature_source_url"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"response_comp_cnt"	"signature_file"	"complete_signature_file"
"subject"	""	""	""	"cell_subset"	"gene"	""	""	""	""	""	""	""	"pathogen"	""	""	"vaccine"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"evidence"	""	""	""	""	""	"label"	"label"	"label"	"label"	"label"	"label"	"label"	""	"label"	"label"	""	"label"	"label"	"label"	"label"	"label"	"url"	"label"	"label"	"url"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"file"	"file"
"role"	""	""	""	"tissue"	"gene_biomarker"	"background"	"measured"	"background"	"observed"	"observed"	"background"	"background"	"pathogen"	"background"	"background"	"vaccine"	"background"	"observed"	"background"	"background"	"background"	"reference"	"background"	"background"	"reference"	"observed"	"observed"	"observed"	"observed"	"background"	"background"	"background"	"observed"	"observed"	"observed"
"mime_type"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"numeric_units"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"display_text"	""	""	""	"tissue type"	"response component (gene symbol)"	"response behavior type"	"response behavior"	"subgroup"	"time point"	"time point units"	"baseline time"	"comparison"	"target pathogen"	"vaccine year (influenza only)"	"exposure material (name)"	"exposure material (VO)"	"additional exposure material"	"cohort"	"publication reference (PMID)"	"publication year"	"figure or table or text section containing signature"	"signature source url"	"comments and additional details"	"gene signature is a model"	"Qiu et al. (2018) Significant transcriptome and cytokine changes in hepatitis B vaccine non-responders revealed by genome-wide comparative analysis. Hum Vaccin Immunother PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=29580160' target='_blank'>29580160</a>"	"age group"	"min. age"	"max. age"	"age units"	"ID of observation within its submission"	"Uniq ID of observation within submission type"	"original gene symbol"	"response component count"	"signature response component (genes) file"	"complete signature response components including non-HGNC genes"
""	"hipc_gene_29580160_7"	"2018.07"	"hipc_gene_29580160_7"	"peripheral blood mononuclear cell"	"RPS26"	"gene expression"	"down"	"none"	"28"	"days"	"time of vaccination (first dose)"	"non-responders vs responders"	"hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"adults (<50)"	"29580160"	"2018"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/bin/khvi-14-07-1450122-s001.xlsx' target='_blank'>khvi-14-07-1450122-s001.xlsx</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"adults"	""	"50"	"years"	"7"	"426"	"RPS26"	"11"	"hipc_gene_sig_29580160_7.txt"	"hipc_gene_sig_complete_29580160_7.txt"
""	"hipc_gene_29580160_7"	"2018.07"	"hipc_gene_29580160_7"	"peripheral blood mononuclear cell"	"RPS26P11"	"gene expression"	"down"	"none"	"28"	"days"	"time of vaccination (first dose)"	"non-responders vs responders"	"hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"adults (<50)"	"29580160"	"2018"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/bin/khvi-14-07-1450122-s001.xlsx' target='_blank'>khvi-14-07-1450122-s001.xlsx</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"adults"	""	"50"	"years"	"7"	"426"	"RPS26P11"	"11"	"hipc_gene_sig_29580160_7.txt"	"hipc_gene_sig_complete_29580160_7.txt"
""	"hipc_gene_29580160_7"	"2018.07"	"hipc_gene_29580160_7"	"peripheral blood mononuclear cell"	"FAM210B"	"gene expression"	"down"	"none"	"28"	"days"	"time of vaccination (first dose)"	"non-responders vs responders"	"hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"adults (<50)"	"29580160"	"2018"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/bin/khvi-14-07-1450122-s001.xlsx' target='_blank'>khvi-14-07-1450122-s001.xlsx</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"adults"	""	"50"	"years"	"7"	"426"	"FAM210B"	"11"	"hipc_gene_sig_29580160_7.txt"	"hipc_gene_sig_complete_29580160_7.txt"
""	"hipc_gene_29580160_7"	"2018.07"	"hipc_gene_29580160_7"	"peripheral blood mononuclear cell"	"MBNL3"	"gene expression"	"down"	"none"	"28"	"days"	"time of vaccination (first dose)"	"non-responders vs responders"	"hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"adults (<50)"	"29580160"	"2018"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/bin/khvi-14-07-1450122-s001.xlsx' target='_blank'>khvi-14-07-1450122-s001.xlsx</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"adults"	""	"50"	"years"	"7"	"426"	"MBNL3"	"11"	"hipc_gene_sig_29580160_7.txt"	"hipc_gene_sig_complete_29580160_7.txt"
""	"hipc_gene_29580160_7"	"2018.07"	"hipc_gene_29580160_7"	"peripheral blood mononuclear cell"	"GYPA"	"gene expression"	"down"	"none"	"28"	"days"	"time of vaccination (first dose)"	"non-responders vs responders"	"hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"adults (<50)"	"29580160"	"2018"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/bin/khvi-14-07-1450122-s001.xlsx' target='_blank'>khvi-14-07-1450122-s001.xlsx</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"adults"	""	"50"	"years"	"7"	"426"	"GYPA"	"11"	"hipc_gene_sig_29580160_7.txt"	"hipc_gene_sig_complete_29580160_7.txt"
""	"hipc_gene_29580160_7"	"2018.07"	"hipc_gene_29580160_7"	"peripheral blood mononuclear cell"	"DCAF12"	"gene expression"	"down"	"none"	"28"	"days"	"time of vaccination (first dose)"	"non-responders vs responders"	"hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"adults (<50)"	"29580160"	"2018"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/bin/khvi-14-07-1450122-s001.xlsx' target='_blank'>khvi-14-07-1450122-s001.xlsx</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"adults"	""	"50"	"years"	"7"	"426"	"DCAF12"	"11"	"hipc_gene_sig_29580160_7.txt"	"hipc_gene_sig_complete_29580160_7.txt"
