""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"signature_source_url"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"response_comp_cnt"	"signature_file"	"complete_signature_file"
"subject"	""	""	""	"cell_subset"	"gene"	""	""	""	""	""	""	""	"pathogen"	""	""	"vaccine"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"evidence"	""	""	""	""	""	"label"	"label"	"label"	"label"	"label"	"label"	"label"	""	"label"	"label"	""	"label"	"label"	"label"	"label"	"label"	"url"	"label"	"label"	"url"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"file"	"file"
"role"	""	""	""	"tissue"	"gene_biomarker"	"background"	"measured"	"background"	"observed"	"observed"	"background"	"background"	"pathogen"	"background"	"background"	"vaccine"	"background"	"observed"	"background"	"background"	"background"	"reference"	"background"	"background"	"reference"	"observed"	"observed"	"observed"	"observed"	"background"	"background"	"background"	"observed"	"observed"	"observed"
"mime_type"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"numeric_units"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"display_text"	""	""	""	"tissue type"	"response component (gene symbol)"	"response behavior type"	"response behavior"	"subgroup"	"time point"	"time point units"	"baseline time"	"comparison"	"target pathogen"	"vaccine year (influenza only)"	"exposure material (name)"	"exposure material (VO)"	"additional exposure material"	"cohort"	"publication reference (PMID)"	"publication year"	"figure or table or text section containing signature"	"signature source url"	"comments and additional details"	"gene signature is a model"	"Qi et al. (2016) Defective T Memory Cell Differentiation after Varicella Zoster Vaccination in Older Individuals. PLoS Pathog PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=27764254' target='_blank'>27764254</a>"	"age group"	"min. age"	"max. age"	"age units"	"ID of observation within its submission"	"Uniq ID of observation within submission type"	"original gene symbol"	"response component count"	"signature response component (genes) file"	"complete signature response components including non-HGNC genes"
""	"hipc_gene_27764254_6"	"2016.10"	"hipc_gene_27764254_6"	"peripheral blood mononuclear cell"	"ANKRD35"	"gene expression"	"negatively"	"none"	"1"	"Day"	"time of vaccination (first dose)"	"correlated with expansion of VZV specific T cells (0d to peak)"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"seniors (50-75)"	"27764254"	"2016"	"Suppl Table 3"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5072604/bin/ppat.1005892.s003.docx' target='_blank'>ppat.1005892.s003.docx</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/27764254"	"adults, seniors"	"50"	"75"	"years"	"6"	"86"	"ANKRD35"	"138"	"hipc_gene_sig_27764254_6.txt"	"hipc_gene_sig_complete_27764254_6.txt"
""	"hipc_gene_27764254_6"	"2016.10"	"hipc_gene_27764254_6"	"peripheral blood mononuclear cell"	"AP2S1"	"gene expression"	"negatively"	"none"	"1"	"Day"	"time of vaccination (first dose)"	"correlated with expansion of VZV specific T cells (0d to peak)"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"seniors (50-75)"	"27764254"	"2016"	"Suppl Table 3"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5072604/bin/ppat.1005892.s003.docx' target='_blank'>ppat.1005892.s003.docx</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/27764254"	"adults, seniors"	"50"	"75"	"years"	"6"	"86"	"AP2S1"	"138"	"hipc_gene_sig_27764254_6.txt"	"hipc_gene_sig_complete_27764254_6.txt"
""	"hipc_gene_27764254_6"	"2016.10"	"hipc_gene_27764254_6"	"peripheral blood mononuclear cell"	"APOBEC3D"	"gene expression"	"negatively"	"none"	"1"	"Day"	"time of vaccination (first dose)"	"correlated with expansion of VZV specific T cells (0d to peak)"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"seniors (50-75)"	"27764254"	"2016"	"Suppl Table 3"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5072604/bin/ppat.1005892.s003.docx' target='_blank'>ppat.1005892.s003.docx</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/27764254"	"adults, seniors"	"50"	"75"	"years"	"6"	"86"	"APOBEC3D"	"138"	"hipc_gene_sig_27764254_6.txt"	"hipc_gene_sig_complete_27764254_6.txt"
""	"hipc_gene_27764254_6"	"2016.10"	"hipc_gene_27764254_6"	"peripheral blood mononuclear cell"	"ARID4B"	"gene expression"	"negatively"	"none"	"1"	"Day"	"time of vaccination (first dose)"	"correlated with expansion of VZV specific T cells (0d to peak)"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"seniors (50-75)"	"27764254"	"2016"	"Suppl Table 3"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5072604/bin/ppat.1005892.s003.docx' target='_blank'>ppat.1005892.s003.docx</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/27764254"	"adults, seniors"	"50"	"75"	"years"	"6"	"86"	"ARID4B"	"138"	"hipc_gene_sig_27764254_6.txt"	"hipc_gene_sig_complete_27764254_6.txt"
""	"hipc_gene_27764254_6"	"2016.10"	"hipc_gene_27764254_6"	"peripheral blood mononuclear cell"	"ASS1"	"gene expression"	"negatively"	"none"	"1"	"Day"	"time of vaccination (first dose)"	"correlated with expansion of VZV specific T cells (0d to peak)"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"seniors (50-75)"	"27764254"	"2016"	"Suppl Table 3"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5072604/bin/ppat.1005892.s003.docx' target='_blank'>ppat.1005892.s003.docx</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/27764254"	"adults, seniors"	"50"	"75"	"years"	"6"	"86"	"ASS1"	"138"	"hipc_gene_sig_27764254_6.txt"	"hipc_gene_sig_complete_27764254_6.txt"
""	"hipc_gene_27764254_6"	"2016.10"	"hipc_gene_27764254_6"	"peripheral blood mononuclear cell"	"ATP5PF"	"gene expression"	"negatively"	"none"	"1"	"Day"	"time of vaccination (first dose)"	"correlated with expansion of VZV specific T cells (0d to peak)"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"seniors (50-75)"	"27764254"	"2016"	"Suppl Table 3"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5072604/bin/ppat.1005892.s003.docx' target='_blank'>ppat.1005892.s003.docx</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/27764254"	"adults, seniors"	"50"	"75"	"years"	"6"	"86"	"ATP5PF"	"138"	"hipc_gene_sig_27764254_6.txt"	"hipc_gene_sig_complete_27764254_6.txt"
""	"hipc_gene_27764254_6"	"2016.10"	"hipc_gene_27764254_6"	"peripheral blood mononuclear cell"	"BNIP3L"	"gene expression"	"negatively"	"none"	"1"	"Day"	"time of vaccination (first dose)"	"correlated with expansion of VZV specific T cells (0d to peak)"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"seniors (50-75)"	"27764254"	"2016"	"Suppl Table 3"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5072604/bin/ppat.1005892.s003.docx' target='_blank'>ppat.1005892.s003.docx</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/27764254"	"adults, seniors"	"50"	"75"	"years"	"6"	"86"	"BNIP3L"	"138"	"hipc_gene_sig_27764254_6.txt"	"hipc_gene_sig_complete_27764254_6.txt"
