""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"signature_source_url"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"response_comp_cnt"	"target_pathogen_1"	"target_pathogen_2"	"target_pathogen_3"	"signature_file"	"signature_file_complete"
"subject"	""	""	""	"cell_subset"	"gene"	""	""	""	""	""	""	""	""	""	"vaccine"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"pathogen"	"pathogen"	"pathogen"	""	""
"evidence"	""	""	""	""	""	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	""	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"url"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	""	""	""	"file"	"file"
"role"	""	""	""	"tissue"	"gene_biomarker"	"background"	"measured"	"background"	"observed"	"observed"	"background"	"background"	"background"	"background"	"vaccine"	"background"	"observed"	"background"	"background"	"background"	"background"	"background"	"background"	"reference"	"observed"	"observed"	"observed"	"observed"	"background"	"background"	"background"	"observed"	"pathogen"	"pathogen"	"pathogen"	"observed"	"observed"
"mime_type"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"numeric_units"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"display_text"	""	""	""	"tissue type"	"response component (gene symbol)"	"response behavior type"	"response behavior"	"subgroup"	"time point"	"time point units"	"baseline time"	"comparison"	"vaccine year (influenza only)"	"exposure material (name)"	"exposure material (VO)"	"additional exposure material"	"cohort"	"publication reference (PMID)"	"publication year"	"signature source figure, table or text section "	"signature source url"	"comments and additional details"	"gene signature is a model"	"Ovsyannikova et al. (2016) Gene signatures related to HAI response following influenza A/H1N1 vaccine in older individuals. Heliyon PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=27441275' target='_blank'>27441275</a>"	"age group"	"min. age"	"max. age"	"age units"	"ID of observation within its submission"	"Uniq ID of observation within submission type"	"original gene symbol"	"response component count"	"target pathogen 1"	"target pathogen 2"	"target pathogen 3"	"signature response component (genes) file"	" signature response components including non-HGNC genes"
""	"hipc_gene_27441275_2"	"2016.05"	"hipc_gene_27441275_2"	"peripheral blood mononuclear cell"	"SLC66A3"	"gene expression"	"down"	"none"	"0"	"Days"	"time of vaccination (first dose)"	"responders vs nonresponders"	"2010"	"Fluarix"	"VO_0000045"	""	"adults (55-64)"	"27441275"	"2016"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4946173/bin/mmc1.docx' target='_blank'>mmc1.docx</a>"	"Gene expression related to HAI response"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27441275"	"adults, seniors"	"55"	"64"	"years"	"2"	"92"	"SLC66A3"	"17"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_27441275_2.txt"	"hipc_gene_sig_complete_27441275_2.txt"
""	"hipc_gene_27441275_2"	"2016.05"	"hipc_gene_27441275_2"	"peripheral blood mononuclear cell"	"HPRT1"	"gene expression"	"down"	"none"	"0"	"Days"	"time of vaccination (first dose)"	"responders vs nonresponders"	"2010"	"Fluarix"	"VO_0000045"	""	"adults (55-64)"	"27441275"	"2016"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4946173/bin/mmc1.docx' target='_blank'>mmc1.docx</a>"	"Gene expression related to HAI response"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27441275"	"adults, seniors"	"55"	"64"	"years"	"2"	"92"	"HPRT1"	"17"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_27441275_2.txt"	"hipc_gene_sig_complete_27441275_2.txt"
""	"hipc_gene_27441275_2"	"2016.05"	"hipc_gene_27441275_2"	"peripheral blood mononuclear cell"	"SPIRE1"	"gene expression"	"down"	"none"	"0"	"Days"	"time of vaccination (first dose)"	"responders vs nonresponders"	"2010"	"Fluarix"	"VO_0000045"	""	"adults (55-64)"	"27441275"	"2016"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4946173/bin/mmc1.docx' target='_blank'>mmc1.docx</a>"	"Gene expression related to HAI response"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27441275"	"adults, seniors"	"55"	"64"	"years"	"2"	"92"	"SPIRE1"	"17"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_27441275_2.txt"	"hipc_gene_sig_complete_27441275_2.txt"
""	"hipc_gene_27441275_2"	"2016.05"	"hipc_gene_27441275_2"	"peripheral blood mononuclear cell"	"TNNT1"	"gene expression"	"down"	"none"	"0"	"Days"	"time of vaccination (first dose)"	"responders vs nonresponders"	"2010"	"Fluarix"	"VO_0000045"	""	"adults (55-64)"	"27441275"	"2016"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4946173/bin/mmc1.docx' target='_blank'>mmc1.docx</a>"	"Gene expression related to HAI response"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27441275"	"adults, seniors"	"55"	"64"	"years"	"2"	"92"	"TNNT1"	"17"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_27441275_2.txt"	"hipc_gene_sig_complete_27441275_2.txt"
