""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"signature_source_url"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"response_comp_cnt"	"target_pathogen_1"	"target_pathogen_2"	"target_pathogen_3"	"signature_file"	"complete_signature_file"
"subject"	""	""	""	"cell_subset"	"gene"	""	""	""	""	""	""	""	""	""	"vaccine"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"pathogen"	"pathogen"	"pathogen"	""	""
"evidence"	""	""	""	""	""	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	""	"label"	"label"	"label"	"label"	"label"	"url"	"label"	"label"	"url"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	""	""	""	"file"	"file"
"role"	""	""	""	"tissue"	"gene_biomarker"	"background"	"measured"	"background"	"observed"	"observed"	"background"	"background"	"background"	"background"	"vaccine"	"background"	"observed"	"background"	"background"	"background"	"reference"	"background"	"background"	"reference"	"observed"	"observed"	"observed"	"observed"	"background"	"background"	"background"	"observed"	"pathogen"	"pathogen"	"pathogen"	"observed"	"observed"
"mime_type"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"numeric_units"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"display_text"	""	""	""	"tissue type"	"response component (gene symbol)"	"response behavior type"	"response behavior"	"subgroup"	"time point"	"time point units"	"baseline time"	"comparison"	"vaccine year (influenza only)"	"exposure material (name)"	"exposure material (VO)"	"additional exposure material"	"cohort"	"publication reference (PMID)"	"publication year"	"figure or table or text section containing signature"	"signature source url"	"comments and additional details"	"gene signature is a model"	"Cao et al. (2014) Differences in antibody responses between trivalent inactivated influenza vaccine and live attenuated influenza vaccine correlate with the kinetics and magnitude of interferon signaling in children. J Infect Dis PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=24495909' target='_blank'>24495909</a>"	"age group"	"min. age"	"max. age"	"age units"	"ID of observation within its submission"	"Uniq ID of observation within submission type"	"original gene symbol"	"response component count"	"target pathogen 1"	"target pathogen 2"	"target pathogen 3"	"signature response component (genes) file"	"complete signature response components including non-HGNC genes"
""	"hipc_gene_24495909_6"	"2014.07"	"hipc_gene_24495909_6"	"blood"	"P2RY14"	"gene expression"	"down"	"none"	"30"	"Days"	"time of vaccination (first dose)"	"30d-0d"	"2010"	"Fluzone"	"VO_0000047"	""	"children (0.5-14y)"	"24495909"	"2014"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4092249/bin/supp_jiu079_jiu079supp_table1.doc' target='_blank'>supp_jiu079_jiu079supp_table1.doc</a>"	"~80% of cohort were white, ~50/50 Female:male  "	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24495909"	"infants, children"	"0.5"	"14"	"years"	"6"	"260"	"P2RY14"	"8"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_24495909_6.txt"	"hipc_gene_sig_complete_24495909_6.txt"
""	"hipc_gene_24495909_6"	"2014.07"	"hipc_gene_24495909_6"	"blood"	"TMEM229B"	"gene expression"	"down"	"none"	"30"	"Days"	"time of vaccination (first dose)"	"30d-0d"	"2010"	"Fluzone"	"VO_0000047"	""	"children (0.5-14y)"	"24495909"	"2014"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4092249/bin/supp_jiu079_jiu079supp_table1.doc' target='_blank'>supp_jiu079_jiu079supp_table1.doc</a>"	"~80% of cohort were white, ~50/50 Female:male  "	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24495909"	"infants, children"	"0.5"	"14"	"years"	"6"	"260"	"TMEM229B"	"8"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_24495909_6.txt"	"hipc_gene_sig_complete_24495909_6.txt"
""	"hipc_gene_24495909_6"	"2014.07"	"hipc_gene_24495909_6"	"blood"	"PHOSPHO2"	"gene expression"	"down"	"none"	"30"	"Days"	"time of vaccination (first dose)"	"30d-0d"	"2010"	"Fluzone"	"VO_0000047"	""	"children (0.5-14y)"	"24495909"	"2014"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4092249/bin/supp_jiu079_jiu079supp_table1.doc' target='_blank'>supp_jiu079_jiu079supp_table1.doc</a>"	"~80% of cohort were white, ~50/50 Female:male  "	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24495909"	"infants, children"	"0.5"	"14"	"years"	"6"	"260"	"PHOSPHO2"	"8"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_24495909_6.txt"	"hipc_gene_sig_complete_24495909_6.txt"
""	"hipc_gene_24495909_6"	"2014.07"	"hipc_gene_24495909_6"	"blood"	"AIFM1"	"gene expression"	"down"	"none"	"30"	"Days"	"time of vaccination (first dose)"	"30d-0d"	"2010"	"Fluzone"	"VO_0000047"	""	"children (0.5-14y)"	"24495909"	"2014"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4092249/bin/supp_jiu079_jiu079supp_table1.doc' target='_blank'>supp_jiu079_jiu079supp_table1.doc</a>"	"~80% of cohort were white, ~50/50 Female:male  "	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24495909"	"infants, children"	"0.5"	"14"	"years"	"6"	"260"	"AIFM1"	"8"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_24495909_6.txt"	"hipc_gene_sig_complete_24495909_6.txt"
""	"hipc_gene_24495909_6"	"2014.07"	"hipc_gene_24495909_6"	"blood"	"CCDC51"	"gene expression"	"down"	"none"	"30"	"Days"	"time of vaccination (first dose)"	"30d-0d"	"2010"	"Fluzone"	"VO_0000047"	""	"children (0.5-14y)"	"24495909"	"2014"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4092249/bin/supp_jiu079_jiu079supp_table1.doc' target='_blank'>supp_jiu079_jiu079supp_table1.doc</a>"	"~80% of cohort were white, ~50/50 Female:male  "	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24495909"	"infants, children"	"0.5"	"14"	"years"	"6"	"260"	"CCDC51"	"8"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_24495909_6.txt"	"hipc_gene_sig_complete_24495909_6.txt"
""	"hipc_gene_24495909_6"	"2014.07"	"hipc_gene_24495909_6"	"blood"	"USP1"	"gene expression"	"down"	"none"	"30"	"Days"	"time of vaccination (first dose)"	"30d-0d"	"2010"	"Fluzone"	"VO_0000047"	""	"children (0.5-14y)"	"24495909"	"2014"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4092249/bin/supp_jiu079_jiu079supp_table1.doc' target='_blank'>supp_jiu079_jiu079supp_table1.doc</a>"	"~80% of cohort were white, ~50/50 Female:male  "	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24495909"	"infants, children"	"0.5"	"14"	"years"	"6"	"260"	"USP1"	"8"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_24495909_6.txt"	"hipc_gene_sig_complete_24495909_6.txt"
""	"hipc_gene_24495909_6"	"2014.07"	"hipc_gene_24495909_6"	"blood"	"CTDSP1"	"gene expression"	"down"	"none"	"30"	"Days"	"time of vaccination (first dose)"	"30d-0d"	"2010"	"Fluzone"	"VO_0000047"	""	"children (0.5-14y)"	"24495909"	"2014"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4092249/bin/supp_jiu079_jiu079supp_table1.doc' target='_blank'>supp_jiu079_jiu079supp_table1.doc</a>"	"~80% of cohort were white, ~50/50 Female:male  "	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24495909"	"infants, children"	"0.5"	"14"	"years"	"6"	"260"	"CTDSP1"	"8"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_24495909_6.txt"	"hipc_gene_sig_complete_24495909_6.txt"
""	"hipc_gene_24495909_6"	"2014.07"	"hipc_gene_24495909_6"	"blood"	"TMEM106A"	"gene expression"	"down"	"none"	"30"	"Days"	"time of vaccination (first dose)"	"30d-0d"	"2010"	"Fluzone"	"VO_0000047"	""	"children (0.5-14y)"	"24495909"	"2014"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4092249/bin/supp_jiu079_jiu079supp_table1.doc' target='_blank'>supp_jiu079_jiu079supp_table1.doc</a>"	"~80% of cohort were white, ~50/50 Female:male  "	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24495909"	"infants, children"	"0.5"	"14"	"years"	"6"	"260"	"TMEM106A"	"8"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_24495909_6.txt"	"hipc_gene_sig_complete_24495909_6.txt"
