""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"signature_source_url"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"response_comp_cnt"	"signature_file"	"signature_file_complete"
"subject"	""	""	""	"cell_subset"	"gene"	""	""	""	""	""	""	""	"pathogen"	""	""	"vaccine"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"evidence"	""	""	""	""	""	"label"	"label"	"label"	"label"	"label"	"label"	"label"	""	"label"	"label"	""	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"url"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"file"	"file"
"role"	""	""	""	"tissue"	"gene_biomarker"	"background"	"measured"	"background"	"observed"	"observed"	"background"	"background"	"pathogen"	"background"	"background"	"vaccine"	"background"	"observed"	"background"	"background"	"background"	"background"	"background"	"background"	"reference"	"observed"	"observed"	"observed"	"observed"	"background"	"background"	"background"	"observed"	"observed"	"observed"
"mime_type"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"numeric_units"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"display_text"	""	""	""	"tissue type"	"response component (gene symbol)"	"response behavior type"	"response behavior"	"subgroup"	"time point"	"time point units"	"baseline time"	"comparison"	"target pathogen"	"vaccine year (influenza only)"	"exposure material (name)"	"exposure material (VO)"	"additional exposure material"	"cohort"	"publication reference (PMID)"	"publication year"	"signature source figure, table or text section "	"signature source url"	"comments and additional details"	"gene signature is a model"	"Erwin-Cohen et al. (2012) Host responses to live-attenuated Venezuelan equine encephalitis virus (TC-83): comparison of naïve, vaccine responder and nonresponder to TC-83 challenge in human peripheral blood mononuclear cells. Hum Vaccin Immunother PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845' target='_blank'>22617845</a>"	"age group"	"min. age"	"max. age"	"age units"	"ID of observation within its submission"	"Uniq ID of observation within submission type"	"original gene symbol"	"response component count"	"signature response component (genes) file"	" signature response components including non-HGNC genes"
""	"hipc_gene_22617845_7"	"2012.08"	"hipc_gene_22617845_7"	"peripheral blood mononuclear cell"	"DDX58"	"gene expression"	"up"	"non-responders (previously immunized)"	"24"	"hours"	"time of challenge infection (PBMCs, in vitro)"	"24h-0h"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	"Live attenuated vaccine TC-83 challenge"	"adults (18-45)"	"22617845"	"2012"	"Table 3"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3551876/table/T3/' target='_blank'>table/T3</a>"	"initial exposure 2-10 months before PBMCs drawn. significant genes chosen for membership in canonical pathways"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"adults"	"18"	"45"	"years"	"7"	"111"	"DDX58"	"18"	"hipc_gene_sig_22617845_7.txt"	"hipc_gene_sig_complete_22617845_7.txt"
""	"hipc_gene_22617845_7"	"2012.08"	"hipc_gene_22617845_7"	"peripheral blood mononuclear cell"	"TLR3"	"gene expression"	"up"	"non-responders (previously immunized)"	"24"	"hours"	"time of challenge infection (PBMCs, in vitro)"	"24h-0h"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	"Live attenuated vaccine TC-83 challenge"	"adults (18-45)"	"22617845"	"2012"	"Table 3"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3551876/table/T3/' target='_blank'>table/T3</a>"	"initial exposure 2-10 months before PBMCs drawn. significant genes chosen for membership in canonical pathways"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"adults"	"18"	"45"	"years"	"7"	"111"	"TLR3"	"18"	"hipc_gene_sig_22617845_7.txt"	"hipc_gene_sig_complete_22617845_7.txt"
""	"hipc_gene_22617845_7"	"2012.08"	"hipc_gene_22617845_7"	"peripheral blood mononuclear cell"	"TAF15"	"gene expression"	"up"	"non-responders (previously immunized)"	"24"	"hours"	"time of challenge infection (PBMCs, in vitro)"	"24h-0h"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	"Live attenuated vaccine TC-83 challenge"	"adults (18-45)"	"22617845"	"2012"	"Table 3"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3551876/table/T3/' target='_blank'>table/T3</a>"	"initial exposure 2-10 months before PBMCs drawn. significant genes chosen for membership in canonical pathways"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"adults"	"18"	"45"	"years"	"7"	"111"	"TAF15"	"18"	"hipc_gene_sig_22617845_7.txt"	"hipc_gene_sig_complete_22617845_7.txt"
""	"hipc_gene_22617845_7"	"2012.08"	"hipc_gene_22617845_7"	"peripheral blood mononuclear cell"	"PF4"	"gene expression"	"up"	"non-responders (previously immunized)"	"24"	"hours"	"time of challenge infection (PBMCs, in vitro)"	"24h-0h"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	"Live attenuated vaccine TC-83 challenge"	"adults (18-45)"	"22617845"	"2012"	"Table 3"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3551876/table/T3/' target='_blank'>table/T3</a>"	"initial exposure 2-10 months before PBMCs drawn. significant genes chosen for membership in canonical pathways"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"adults"	"18"	"45"	"years"	"7"	"111"	"PF4"	"18"	"hipc_gene_sig_22617845_7.txt"	"hipc_gene_sig_complete_22617845_7.txt"
""	"hipc_gene_22617845_7"	"2012.08"	"hipc_gene_22617845_7"	"peripheral blood mononuclear cell"	"ATP8A1"	"gene expression"	"up"	"non-responders (previously immunized)"	"24"	"hours"	"time of challenge infection (PBMCs, in vitro)"	"24h-0h"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	"Live attenuated vaccine TC-83 challenge"	"adults (18-45)"	"22617845"	"2012"	"Table 3"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3551876/table/T3/' target='_blank'>table/T3</a>"	"initial exposure 2-10 months before PBMCs drawn. significant genes chosen for membership in canonical pathways"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"adults"	"18"	"45"	"years"	"7"	"111"	"ATP8A1"	"18"	"hipc_gene_sig_22617845_7.txt"	"hipc_gene_sig_complete_22617845_7.txt"
""	"hipc_gene_22617845_7"	"2012.08"	"hipc_gene_22617845_7"	"peripheral blood mononuclear cell"	"ALDH8A1"	"gene expression"	"up"	"non-responders (previously immunized)"	"24"	"hours"	"time of challenge infection (PBMCs, in vitro)"	"24h-0h"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	"Live attenuated vaccine TC-83 challenge"	"adults (18-45)"	"22617845"	"2012"	"Table 3"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3551876/table/T3/' target='_blank'>table/T3</a>"	"initial exposure 2-10 months before PBMCs drawn. significant genes chosen for membership in canonical pathways"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"adults"	"18"	"45"	"years"	"7"	"111"	"ALDH8A1"	"18"	"hipc_gene_sig_22617845_7.txt"	"hipc_gene_sig_complete_22617845_7.txt"
""	"hipc_gene_22617845_7"	"2012.08"	"hipc_gene_22617845_7"	"peripheral blood mononuclear cell"	"USF1"	"gene expression"	"up"	"non-responders (previously immunized)"	"24"	"hours"	"time of challenge infection (PBMCs, in vitro)"	"24h-0h"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	"Live attenuated vaccine TC-83 challenge"	"adults (18-45)"	"22617845"	"2012"	"Table 3"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3551876/table/T3/' target='_blank'>table/T3</a>"	"initial exposure 2-10 months before PBMCs drawn. significant genes chosen for membership in canonical pathways"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"adults"	"18"	"45"	"years"	"7"	"111"	"USF1"	"18"	"hipc_gene_sig_22617845_7.txt"	"hipc_gene_sig_complete_22617845_7.txt"
""	"hipc_gene_22617845_7"	"2012.08"	"hipc_gene_22617845_7"	"peripheral blood mononuclear cell"	"CD160"	"gene expression"	"up"	"non-responders (previously immunized)"	"24"	"hours"	"time of challenge infection (PBMCs, in vitro)"	"24h-0h"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	"Live attenuated vaccine TC-83 challenge"	"adults (18-45)"	"22617845"	"2012"	"Table 3"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3551876/table/T3/' target='_blank'>table/T3</a>"	"initial exposure 2-10 months before PBMCs drawn. significant genes chosen for membership in canonical pathways"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"adults"	"18"	"45"	"years"	"7"	"111"	"CD160"	"18"	"hipc_gene_sig_22617845_7.txt"	"hipc_gene_sig_complete_22617845_7.txt"
