""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"signature_source_url"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"response_comp_cnt"	"signature_file"	"signature_file_complete"
"subject"	""	""	""	"cell_subset"	"gene"	""	""	""	""	""	""	""	"pathogen"	""	""	"vaccine"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"evidence"	""	""	""	""	""	"label"	"label"	"label"	"label"	"label"	"label"	"label"	""	"label"	"label"	""	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"url"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"file"	"file"
"role"	""	""	""	"tissue"	"gene_biomarker"	"background"	"measured"	"background"	"observed"	"observed"	"background"	"background"	"pathogen"	"background"	"background"	"vaccine"	"background"	"observed"	"background"	"background"	"background"	"background"	"background"	"background"	"reference"	"observed"	"observed"	"observed"	"observed"	"background"	"background"	"background"	"observed"	"observed"	"observed"
"mime_type"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"numeric_units"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"display_text"	""	""	""	"tissue type"	"response component (gene symbol)"	"response behavior type"	"response behavior"	"subgroup"	"time point"	"time point units"	"baseline time"	"comparison"	"target pathogen"	"vaccine year (influenza only)"	"exposure material (name)"	"exposure material (VO)"	"additional exposure material"	"cohort"	"publication reference (PMID)"	"publication year"	"signature source figure, table or text section "	"signature source url"	"comments and additional details"	"gene signature is a model"	"Richert et al. (2013) Cytokine and gene transcription profiles of immune responses elicited by HIV lipopeptide vaccine in HIV-negative volunteers. AIDS PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749' target='_blank'>23759749</a>"	"age group"	"min. age"	"max. age"	"age units"	"ID of observation within its submission"	"Uniq ID of observation within submission type"	"original gene symbol"	"response component count"	"signature response component (genes) file"	" signature response components including non-HGNC genes"
""	"hipc_gene_23759749_3"	"2013.06"	"hipc_gene_23759749_3"	"peripheral blood mononuclear cell"	"IFNG"	"gene expression"	"up"	"none"	"14"	"Weeks"	"time of vaccination (first dose)"	"stimulated vs unstimulated"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"adults (37-48)"	"23759749"	"2013"	"Results: Modulation of gene expression by HIV-LIPO-5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749' target='_blank'>?term=23759749</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"3"	"186"	"IFNG"	"6"	"hipc_gene_sig_23759749_3.txt"	"hipc_gene_sig_complete_23759749_3.txt"
""	"hipc_gene_23759749_3"	"2013.06"	"hipc_gene_23759749_3"	"peripheral blood mononuclear cell"	"CXCL9"	"gene expression"	"up"	"none"	"14"	"Weeks"	"time of vaccination (first dose)"	"stimulated vs unstimulated"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"adults (37-48)"	"23759749"	"2013"	"Results: Modulation of gene expression by HIV-LIPO-5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749' target='_blank'>?term=23759749</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"3"	"186"	"CXCL9"	"6"	"hipc_gene_sig_23759749_3.txt"	"hipc_gene_sig_complete_23759749_3.txt"
""	"hipc_gene_23759749_3"	"2013.06"	"hipc_gene_23759749_3"	"peripheral blood mononuclear cell"	"IL2RA"	"gene expression"	"up"	"none"	"14"	"Weeks"	"time of vaccination (first dose)"	"stimulated vs unstimulated"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"adults (37-48)"	"23759749"	"2013"	"Results: Modulation of gene expression by HIV-LIPO-5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749' target='_blank'>?term=23759749</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"3"	"186"	"IL2RA"	"6"	"hipc_gene_sig_23759749_3.txt"	"hipc_gene_sig_complete_23759749_3.txt"
""	"hipc_gene_23759749_3"	"2013.06"	"hipc_gene_23759749_3"	"peripheral blood mononuclear cell"	"TNFAIP6"	"gene expression"	"up"	"none"	"14"	"Weeks"	"time of vaccination (first dose)"	"stimulated vs unstimulated"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"adults (37-48)"	"23759749"	"2013"	"Results: Modulation of gene expression by HIV-LIPO-5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749' target='_blank'>?term=23759749</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"3"	"186"	"TNFAIP6"	"6"	"hipc_gene_sig_23759749_3.txt"	"hipc_gene_sig_complete_23759749_3.txt"
""	"hipc_gene_23759749_3"	"2013.06"	"hipc_gene_23759749_3"	"peripheral blood mononuclear cell"	"CCL3L1"	"gene expression"	"up"	"none"	"14"	"Weeks"	"time of vaccination (first dose)"	"stimulated vs unstimulated"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"adults (37-48)"	"23759749"	"2013"	"Results: Modulation of gene expression by HIV-LIPO-5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749' target='_blank'>?term=23759749</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"3"	"186"	"CCL3L1"	"6"	"hipc_gene_sig_23759749_3.txt"	"hipc_gene_sig_complete_23759749_3.txt"
""	"hipc_gene_23759749_3"	"2013.06"	"hipc_gene_23759749_3"	"peripheral blood mononuclear cell"	"IL6"	"gene expression"	"up"	"none"	"14"	"Weeks"	"time of vaccination (first dose)"	"stimulated vs unstimulated"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"adults (37-48)"	"23759749"	"2013"	"Results: Modulation of gene expression by HIV-LIPO-5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749' target='_blank'>?term=23759749</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"3"	"186"	"IL6"	"6"	"hipc_gene_sig_23759749_3.txt"	"hipc_gene_sig_complete_23759749_3.txt"
