""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"signature_file"	"complete_signature_file"
"subject"	""	""	""	"cell_subset"	"gene"	""	""	""	""	""	""	""	"pathogen"	""	""	"vaccine"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"evidence"	""	""	""	""	""	"label"	"label"	"label"	"label"	"label"	"label"	"label"	""	"label"	"label"	""	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"url"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"file"	"file"
"role"	""	""	""	"tissue"	"gene_biomarker"	"background"	"measured"	"background"	"observed"	"observed"	"background"	"background"	"pathogen"	"background"	"background"	"vaccine"	"background"	"observed"	"background"	"background"	"background"	"background"	"background"	"reference"	"observed"	"observed"	"observed"	"observed"	"background"	"background"	"background"	"observed"	"observed"
"mime_type"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"numeric_units"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"display_text"	""	""	""	"tissue type"	"response component (gene symbol)"	"response behavior type"	"response behavior"	"subgroup"	"time point"	"time point units"	"baseline time"	"comparison"	"target pathogen"	"vaccine year (influenza only)"	"exposure material (name)"	"exposure material (VO)"	"additional exposure material"	"cohort"	"publication reference (PMID)"	"publication year"	"figure or table or text section containing signature"	"comments and additional details"	"gene signature is a model"	"Fourati et al. (2016) Pre-vaccination inflammation and B-cell signalling predict age-related hyporesponse to hepatitis B vaccination. Nat Commun PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691' target='_blank'>26742691</a>"	"age group"	"min. age"	"max. age"	"age units"	"ID of observation within its submission"	"Uniq ID of observation within submission type"	"original gene symbol"	"signature response component file"	"complete signature response component file"
""	"hipc_gene_26742691_1"	"2016.01"	"hipc_gene_26742691_1"	"blood"	"IRF7"	"gene expression"	"up"	"poor responders"	"0"	"Days"	"time of vaccination (first dose)"	"poor responders vs responders"	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"seniors (65-83)"	"26742691"	"2016"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"seniors"	"65"	"83"	"years"	"1"	"200"	"IRF7"	"hipc_gene_sig_26742691_1.txt"	"hipc_gene_sig_complete_26742691_1.txt"
""	"hipc_gene_26742691_1"	"2016.01"	"hipc_gene_26742691_1"	"blood"	"IRF9"	"gene expression"	"up"	"poor responders"	"0"	"Days"	"time of vaccination (first dose)"	"poor responders vs responders"	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"seniors (65-83)"	"26742691"	"2016"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"seniors"	"65"	"83"	"years"	"1"	"200"	"IRF9"	"hipc_gene_sig_26742691_1.txt"	"hipc_gene_sig_complete_26742691_1.txt"
""	"hipc_gene_26742691_1"	"2016.01"	"hipc_gene_26742691_1"	"blood"	"IL15"	"gene expression"	"up"	"poor responders"	"0"	"Days"	"time of vaccination (first dose)"	"poor responders vs responders"	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"seniors (65-83)"	"26742691"	"2016"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"seniors"	"65"	"83"	"years"	"1"	"200"	"IL15"	"hipc_gene_sig_26742691_1.txt"	"hipc_gene_sig_complete_26742691_1.txt"
""	"hipc_gene_26742691_1"	"2016.01"	"hipc_gene_26742691_1"	"blood"	"OAS1"	"gene expression"	"up"	"poor responders"	"0"	"Days"	"time of vaccination (first dose)"	"poor responders vs responders"	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"seniors (65-83)"	"26742691"	"2016"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"seniors"	"65"	"83"	"years"	"1"	"200"	"OAS1"	"hipc_gene_sig_26742691_1.txt"	"hipc_gene_sig_complete_26742691_1.txt"
""	"hipc_gene_26742691_1"	"2016.01"	"hipc_gene_26742691_1"	"blood"	"NFKB1"	"gene expression"	"up"	"poor responders"	"0"	"Days"	"time of vaccination (first dose)"	"poor responders vs responders"	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"seniors (65-83)"	"26742691"	"2016"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"seniors"	"65"	"83"	"years"	"1"	"200"	"NFkB"	"hipc_gene_sig_26742691_1.txt"	"hipc_gene_sig_complete_26742691_1.txt"
""	"hipc_gene_26742691_1"	"2016.01"	"hipc_gene_26742691_1"	"blood"	"TRGC1"	"gene expression"	"up"	"poor responders"	"0"	"Days"	"time of vaccination (first dose)"	"poor responders vs responders"	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"seniors (65-83)"	"26742691"	"2016"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"seniors"	"65"	"83"	"years"	"1"	"200"	"TRGC1"	"hipc_gene_sig_26742691_1.txt"	"hipc_gene_sig_complete_26742691_1.txt"
