""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"signature_source_url"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"response_comp_cnt"	"signature_file"	"complete_signature_file"
"subject"	""	""	""	"cell_subset"	"gene"	""	""	""	""	""	""	""	"pathogen"	""	""	"vaccine"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"evidence"	""	""	""	""	""	"label"	"label"	"label"	"label"	"label"	"label"	"label"	""	"label"	"label"	""	"label"	"label"	"label"	"label"	"label"	"url"	"label"	"label"	"url"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"file"	"file"
"role"	""	""	""	"tissue"	"gene_biomarker"	"background"	"measured"	"background"	"observed"	"observed"	"background"	"background"	"pathogen"	"background"	"background"	"vaccine"	"background"	"observed"	"background"	"background"	"background"	"reference"	"background"	"background"	"reference"	"observed"	"observed"	"observed"	"observed"	"background"	"background"	"background"	"observed"	"observed"	"observed"
"mime_type"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"numeric_units"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"display_text"	""	""	""	"tissue type"	"response component (gene symbol)"	"response behavior type"	"response behavior"	"subgroup"	"time point"	"time point units"	"baseline time"	"comparison"	"target pathogen"	"vaccine year (influenza only)"	"exposure material (name)"	"exposure material (VO)"	"additional exposure material"	"cohort"	"publication reference (PMID)"	"publication year"	"figure or table or text section containing signature"	"signature source url"	"comments and additional details"	"gene signature is a model"	"Sobolev et al. (2016) Adjuvanted influenza-H1N1 vaccination reveals lymphoid signatures of age-dependent early responses and of clinical adverse events. Nat Immunol PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811' target='_blank'>26726811</a>"	"age group"	"min. age"	"max. age"	"age units"	"ID of observation within its submission"	"Uniq ID of observation within submission type"	"original gene symbol"	"response component count"	"signature response component (genes) file"	"complete signature response components including non-HGNC genes"
""	"hipc_gene_26726811_6"	"2016.02"	"hipc_gene_26726811_6"	"peripheral blood mononuclear cell"	"VMO1"	"gene expression"	"up"	"medium-high adverse events score"	"1"	"Day"	"time of vaccination (first dose)"	"high vs low responders"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	"Fig 6a, Suppl Fig 8a"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F6/' target='_blank'>figure/F6</a>; <a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/bin/NIHMS65741-supplement-1.pdf' target='_blank'>supplement-1.pdf</a>"	"d1 signature is a subset of genes identified differentially expressed both d1 and d7"	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"6"	"57"	"VMO1"	"21"	"hipc_gene_sig_26726811_6.txt"	"hipc_gene_sig_complete_26726811_6.txt"
""	"hipc_gene_26726811_6"	"2016.02"	"hipc_gene_26726811_6"	"peripheral blood mononuclear cell"	"CD19"	"gene expression"	"up"	"medium-high adverse events score"	"1"	"Day"	"time of vaccination (first dose)"	"high vs low responders"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	"Fig 6a, Suppl Fig 8a"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F6/' target='_blank'>figure/F6</a>; <a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/bin/NIHMS65741-supplement-1.pdf' target='_blank'>supplement-1.pdf</a>"	"d1 signature is a subset of genes identified differentially expressed both d1 and d7"	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"6"	"57"	"CD19"	"21"	"hipc_gene_sig_26726811_6.txt"	"hipc_gene_sig_complete_26726811_6.txt"
""	"hipc_gene_26726811_6"	"2016.02"	"hipc_gene_26726811_6"	"peripheral blood mononuclear cell"	"FCRL1"	"gene expression"	"up"	"medium-high adverse events score"	"1"	"Day"	"time of vaccination (first dose)"	"high vs low responders"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	"Fig 6a, Suppl Fig 8a"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F6/' target='_blank'>figure/F6</a>; <a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/bin/NIHMS65741-supplement-1.pdf' target='_blank'>supplement-1.pdf</a>"	"d1 signature is a subset of genes identified differentially expressed both d1 and d7"	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"6"	"57"	"FCRL1"	"21"	"hipc_gene_sig_26726811_6.txt"	"hipc_gene_sig_complete_26726811_6.txt"
""	"hipc_gene_26726811_6"	"2016.02"	"hipc_gene_26726811_6"	"peripheral blood mononuclear cell"	"BANK1"	"gene expression"	"up"	"medium-high adverse events score"	"1"	"Day"	"time of vaccination (first dose)"	"high vs low responders"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	"Fig 6a, Suppl Fig 8a"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F6/' target='_blank'>figure/F6</a>; <a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/bin/NIHMS65741-supplement-1.pdf' target='_blank'>supplement-1.pdf</a>"	"d1 signature is a subset of genes identified differentially expressed both d1 and d7"	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"6"	"57"	"BANK1"	"21"	"hipc_gene_sig_26726811_6.txt"	"hipc_gene_sig_complete_26726811_6.txt"
""	"hipc_gene_26726811_6"	"2016.02"	"hipc_gene_26726811_6"	"peripheral blood mononuclear cell"	"FCRLA"	"gene expression"	"up"	"medium-high adverse events score"	"1"	"Day"	"time of vaccination (first dose)"	"high vs low responders"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	"Fig 6a, Suppl Fig 8a"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F6/' target='_blank'>figure/F6</a>; <a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/bin/NIHMS65741-supplement-1.pdf' target='_blank'>supplement-1.pdf</a>"	"d1 signature is a subset of genes identified differentially expressed both d1 and d7"	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"6"	"57"	"FCRLA"	"21"	"hipc_gene_sig_26726811_6.txt"	"hipc_gene_sig_complete_26726811_6.txt"
