""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"signature_source_url"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"response_comp_cnt"	"signature_file"	"complete_signature_file"
"subject"	""	""	""	"cell_subset"	"gene"	""	""	""	""	""	""	""	"pathogen"	""	""	"vaccine"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"evidence"	""	""	""	""	""	"label"	"label"	"label"	"label"	"label"	"label"	"label"	""	"label"	"label"	""	"label"	"label"	"label"	"label"	"label"	"url"	"label"	"label"	"url"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"file"	"file"
"role"	""	""	""	"tissue"	"gene_biomarker"	"background"	"measured"	"background"	"observed"	"observed"	"background"	"background"	"pathogen"	"background"	"background"	"vaccine"	"background"	"observed"	"background"	"background"	"background"	"reference"	"background"	"background"	"reference"	"observed"	"observed"	"observed"	"observed"	"background"	"background"	"background"	"observed"	"observed"	"observed"
"mime_type"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"numeric_units"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"display_text"	""	""	""	"tissue type"	"response component (gene symbol)"	"response behavior type"	"response behavior"	"subgroup"	"time point"	"time point units"	"baseline time"	"comparison"	"target pathogen"	"vaccine year (influenza only)"	"exposure material (name)"	"exposure material (VO)"	"additional exposure material"	"cohort"	"publication reference (PMID)"	"publication year"	"figure or table or text section containing signature"	"signature source url"	"comments and additional details"	"gene signature is a model"	"Li et al. (2014) Molecular signatures of antibody responses derived from a systems biology study of five human vaccines. Nat Immunol PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=24336226' target='_blank'>24336226</a>"	"age group"	"min. age"	"max. age"	"age units"	"ID of observation within its submission"	"Uniq ID of observation within submission type"	"original gene symbol"	"response component count"	"signature response component (genes) file"	"complete signature response components including non-HGNC genes"
""	"hipc_gene_24336226_5"	"2014.02"	"hipc_gene_24336226_5"	"peripheral blood mononuclear cell"	"CFB"	"gene expression"	"down"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"neisseria meningitidis"	""	"Menactra "	"VO_0000071"	""	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3946932/figure/F5/' target='_blank'>figure/F5</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"5"	"19"	"CFB"	"16"	"hipc_gene_sig_24336226_5.txt"	"hipc_gene_sig_complete_24336226_5.txt"
""	"hipc_gene_24336226_5"	"2014.02"	"hipc_gene_24336226_5"	"peripheral blood mononuclear cell"	"CFH"	"gene expression"	"down"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"neisseria meningitidis"	""	"Menactra "	"VO_0000071"	""	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3946932/figure/F5/' target='_blank'>figure/F5</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"5"	"19"	"CFH"	"16"	"hipc_gene_sig_24336226_5.txt"	"hipc_gene_sig_complete_24336226_5.txt"
""	"hipc_gene_24336226_5"	"2014.02"	"hipc_gene_24336226_5"	"peripheral blood mononuclear cell"	"C7"	"gene expression"	"down"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"neisseria meningitidis"	""	"Menactra "	"VO_0000071"	""	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3946932/figure/F5/' target='_blank'>figure/F5</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"5"	"19"	"C7"	"16"	"hipc_gene_sig_24336226_5.txt"	"hipc_gene_sig_complete_24336226_5.txt"
""	"hipc_gene_24336226_5"	"2014.02"	"hipc_gene_24336226_5"	"peripheral blood mononuclear cell"	"A2M"	"gene expression"	"down"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"neisseria meningitidis"	""	"Menactra "	"VO_0000071"	""	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3946932/figure/F5/' target='_blank'>figure/F5</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"5"	"19"	"A2M"	"16"	"hipc_gene_sig_24336226_5.txt"	"hipc_gene_sig_complete_24336226_5.txt"
""	"hipc_gene_24336226_5"	"2014.02"	"hipc_gene_24336226_5"	"peripheral blood mononuclear cell"	"STAB1"	"gene expression"	"down"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"neisseria meningitidis"	""	"Menactra "	"VO_0000071"	""	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3946932/figure/F5/' target='_blank'>figure/F5</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"5"	"19"	"STAB1"	"16"	"hipc_gene_sig_24336226_5.txt"	"hipc_gene_sig_complete_24336226_5.txt"
""	"hipc_gene_24336226_5"	"2014.02"	"hipc_gene_24336226_5"	"peripheral blood mononuclear cell"	"IL1A"	"gene expression"	"down"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"neisseria meningitidis"	""	"Menactra "	"VO_0000071"	""	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3946932/figure/F5/' target='_blank'>figure/F5</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"5"	"19"	"IL1A"	"16"	"hipc_gene_sig_24336226_5.txt"	"hipc_gene_sig_complete_24336226_5.txt"
""	"hipc_gene_24336226_5"	"2014.02"	"hipc_gene_24336226_5"	"peripheral blood mononuclear cell"	"IFNA7"	"gene expression"	"down"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"neisseria meningitidis"	""	"Menactra "	"VO_0000071"	""	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3946932/figure/F5/' target='_blank'>figure/F5</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"5"	"19"	"IFNA7"	"16"	"hipc_gene_sig_24336226_5.txt"	"hipc_gene_sig_complete_24336226_5.txt"
