""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"signature_file"	"complete_signature_file"
"subject"	""	""	""	"cell_subset"	"gene"	""	""	""	""	""	""	""	"pathogen"	""	""	"vaccine"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"evidence"	""	""	""	""	""	"label"	"label"	"label"	"label"	"label"	"label"	"label"	""	"label"	"label"	""	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"url"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"file"	"file"
"role"	""	""	""	"tissue"	"gene_biomarker"	"background"	"measured"	"background"	"observed"	"observed"	"background"	"background"	"pathogen"	"background"	"background"	"vaccine"	"background"	"observed"	"background"	"background"	"background"	"background"	"background"	"reference"	"observed"	"observed"	"observed"	"observed"	"background"	"background"	"background"	"observed"	"observed"
"mime_type"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"numeric_units"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"display_text"	""	""	""	"tissue type"	"response component (gene symbol)"	"response behavior type"	"response behavior"	"subgroup"	"time point"	"time point units"	"baseline time"	"comparison"	"target pathogen"	"vaccine year (influenza only)"	"exposure material (name)"	"exposure material (VO)"	"additional exposure material"	"cohort"	"publication reference (PMID)"	"publication year"	"figure or table or text section containing signature"	"comments and additional details"	"gene signature is a model"	"Li et al. (2017) Metabolic Phenotypes of Response to Vaccination in Humans. Cell PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=28502771' target='_blank'>28502771</a>"	"age group"	"min. age"	"max. age"	"age units"	"ID of observation within its submission"	"Uniq ID of observation within submission type"	"original gene symbol"	"signature response component file"	"complete signature response component file"
""	"hipc_gene_28502771_3"	"2017.05"	"hipc_gene_28502771_3"	"peripheral blood mononuclear cell"	"IGH"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"adults (25-40/60-79)"	"28502771"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=28502771"	"adults, seniors"	"25"	"79"	"years"	"3"	"69"	"IGH"	"hipc_gene_sig_28502771_3.txt"	"hipc_gene_sig_complete_28502771_3.txt"
""	"hipc_gene_28502771_3"	"2017.05"	"hipc_gene_28502771_3"	"peripheral blood mononuclear cell"	"N4BP2"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"adults (25-40/60-79)"	"28502771"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=28502771"	"adults, seniors"	"25"	"79"	"years"	"3"	"69"	"N4BP2"	"hipc_gene_sig_28502771_3.txt"	"hipc_gene_sig_complete_28502771_3.txt"
""	"hipc_gene_28502771_3"	"2017.05"	"hipc_gene_28502771_3"	"peripheral blood mononuclear cell"	"IGLV1-44"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"adults (25-40/60-79)"	"28502771"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=28502771"	"adults, seniors"	"25"	"79"	"years"	"3"	"69"	"IGLV1-44"	"hipc_gene_sig_28502771_3.txt"	"hipc_gene_sig_complete_28502771_3.txt"
""	"hipc_gene_28502771_3"	"2017.05"	"hipc_gene_28502771_3"	"peripheral blood mononuclear cell"	"IGL"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"adults (25-40/60-79)"	"28502771"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=28502771"	"adults, seniors"	"25"	"79"	"years"	"3"	"69"	"IGL"	"hipc_gene_sig_28502771_3.txt"	"hipc_gene_sig_complete_28502771_3.txt"
