""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"signature_source_url"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"response_comp_cnt"	"target_pathogen_1"	"target_pathogen_2"	"target_pathogen_3"	"signature_file"	"complete_signature_file"
"subject"	""	""	""	"cell_subset"	"gene"	""	""	""	""	""	""	""	""	""	"vaccine"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"pathogen"	"pathogen"	"pathogen"	""	""
"evidence"	""	""	""	""	""	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	""	"label"	"label"	"label"	"label"	"label"	"url"	"label"	"label"	"url"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	""	""	""	"file"	"file"
"role"	""	""	""	"tissue"	"gene_biomarker"	"background"	"measured"	"background"	"observed"	"observed"	"background"	"background"	"background"	"background"	"vaccine"	"background"	"observed"	"background"	"background"	"background"	"reference"	"background"	"background"	"reference"	"observed"	"observed"	"observed"	"observed"	"background"	"background"	"background"	"observed"	"pathogen"	"pathogen"	"pathogen"	"observed"	"observed"
"mime_type"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"numeric_units"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"display_text"	""	""	""	"tissue type"	"response component (gene symbol)"	"response behavior type"	"response behavior"	"subgroup"	"time point"	"time point units"	"baseline time"	"comparison"	"vaccine year (influenza only)"	"exposure material (name)"	"exposure material (VO)"	"additional exposure material"	"cohort"	"publication reference (PMID)"	"publication year"	"figure or table or text section containing signature"	"signature source url"	"comments and additional details"	"gene signature is a model"	"Haralambieva et al. (2016) Transcriptional signatures of influenza A/H1N1-specific IgG memory-like B cell response in older individuals. Vaccine PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=27317456' target='_blank'>27317456</a>"	"age group"	"min. age"	"max. age"	"age units"	"ID of observation within its submission"	"Uniq ID of observation within submission type"	"original gene symbol"	"response component count"	"target pathogen 1"	"target pathogen 2"	"target pathogen 3"	"signature response component (genes) file"	"complete signature response components including non-HGNC genes"
""	"hipc_gene_27317456_17"	"2016.07"	"hipc_gene_27317456_17"	"peripheral blood mononuclear cell"	"CMBL"	"gene expression"	"negatively"	"none"	"28"	"days"	"time of vaccination (first dose)"	"correlated with memory B cell response"	"2010"	"trivalent inactivated vaccine (A/California/7/09 (H1N1,), A/Perth /16/2009 (H3N2), and B/Brisbane/60/2008)."	"VO_0001176"	""	"adults (50-74)"	"27317456"	"2016"	"Table 1: Late gene expression (Day 28 - Day 0)        "	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5520794/table/T1/' target='_blank'>table/T1</a>"	"Association of baseline, early and late gene expression changes with peak memory B cell ELISPOT response (Day 28 - Day 0) in older individuals"	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5520794/"	"adults, seniors"	"50"	"74"	"years"	"17"	"472"	"CMBL"	"25"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_27317456_17.txt"	"hipc_gene_sig_complete_27317456_17.txt"
""	"hipc_gene_27317456_17"	"2016.07"	"hipc_gene_27317456_17"	"peripheral blood mononuclear cell"	"UGP2"	"gene expression"	"negatively"	"none"	"28"	"days"	"time of vaccination (first dose)"	"correlated with memory B cell response"	"2010"	"trivalent inactivated vaccine (A/California/7/09 (H1N1,), A/Perth /16/2009 (H3N2), and B/Brisbane/60/2008)."	"VO_0001176"	""	"adults (50-74)"	"27317456"	"2016"	"Table 1: Late gene expression (Day 28 - Day 0)        "	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5520794/table/T1/' target='_blank'>table/T1</a>"	"Association of baseline, early and late gene expression changes with peak memory B cell ELISPOT response (Day 28 - Day 0) in older individuals"	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5520794/"	"adults, seniors"	"50"	"74"	"years"	"17"	"472"	"UGP2"	"25"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_27317456_17.txt"	"hipc_gene_sig_complete_27317456_17.txt"
""	"hipc_gene_27317456_17"	"2016.07"	"hipc_gene_27317456_17"	"peripheral blood mononuclear cell"	"KIAA0408"	"gene expression"	"negatively"	"none"	"28"	"days"	"time of vaccination (first dose)"	"correlated with memory B cell response"	"2010"	"trivalent inactivated vaccine (A/California/7/09 (H1N1,), A/Perth /16/2009 (H3N2), and B/Brisbane/60/2008)."	"VO_0001176"	""	"adults (50-74)"	"27317456"	"2016"	"Table 1: Late gene expression (Day 28 - Day 0)        "	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5520794/table/T1/' target='_blank'>table/T1</a>"	"Association of baseline, early and late gene expression changes with peak memory B cell ELISPOT response (Day 28 - Day 0) in older individuals"	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5520794/"	"adults, seniors"	"50"	"74"	"years"	"17"	"472"	"KIAA0408"	"25"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_27317456_17.txt"	"hipc_gene_sig_complete_27317456_17.txt"
""	"hipc_gene_27317456_17"	"2016.07"	"hipc_gene_27317456_17"	"peripheral blood mononuclear cell"	"ITGB1BP1"	"gene expression"	"negatively"	"none"	"28"	"days"	"time of vaccination (first dose)"	"correlated with memory B cell response"	"2010"	"trivalent inactivated vaccine (A/California/7/09 (H1N1,), A/Perth /16/2009 (H3N2), and B/Brisbane/60/2008)."	"VO_0001176"	""	"adults (50-74)"	"27317456"	"2016"	"Table 1: Late gene expression (Day 28 - Day 0)        "	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5520794/table/T1/' target='_blank'>table/T1</a>"	"Association of baseline, early and late gene expression changes with peak memory B cell ELISPOT response (Day 28 - Day 0) in older individuals"	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5520794/"	"adults, seniors"	"50"	"74"	"years"	"17"	"472"	"ITGB1BP1"	"25"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_27317456_17.txt"	"hipc_gene_sig_complete_27317456_17.txt"
""	"hipc_gene_27317456_17"	"2016.07"	"hipc_gene_27317456_17"	"peripheral blood mononuclear cell"	"MSX2P1"	"gene expression"	"negatively"	"none"	"28"	"days"	"time of vaccination (first dose)"	"correlated with memory B cell response"	"2010"	"trivalent inactivated vaccine (A/California/7/09 (H1N1,), A/Perth /16/2009 (H3N2), and B/Brisbane/60/2008)."	"VO_0001176"	""	"adults (50-74)"	"27317456"	"2016"	"Table 1: Late gene expression (Day 28 - Day 0)        "	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5520794/table/T1/' target='_blank'>table/T1</a>"	"Association of baseline, early and late gene expression changes with peak memory B cell ELISPOT response (Day 28 - Day 0) in older individuals"	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5520794/"	"adults, seniors"	"50"	"74"	"years"	"17"	"472"	"MSX2P1"	"25"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_27317456_17.txt"	"hipc_gene_sig_complete_27317456_17.txt"
""	"hipc_gene_27317456_17"	"2016.07"	"hipc_gene_27317456_17"	"peripheral blood mononuclear cell"	"NDFIP2"	"gene expression"	"negatively"	"none"	"28"	"days"	"time of vaccination (first dose)"	"correlated with memory B cell response"	"2010"	"trivalent inactivated vaccine (A/California/7/09 (H1N1,), A/Perth /16/2009 (H3N2), and B/Brisbane/60/2008)."	"VO_0001176"	""	"adults (50-74)"	"27317456"	"2016"	"Table 1: Late gene expression (Day 28 - Day 0)        "	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5520794/table/T1/' target='_blank'>table/T1</a>"	"Association of baseline, early and late gene expression changes with peak memory B cell ELISPOT response (Day 28 - Day 0) in older individuals"	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5520794/"	"adults, seniors"	"50"	"74"	"years"	"17"	"472"	"NDFIP2"	"25"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_27317456_17.txt"	"hipc_gene_sig_complete_27317456_17.txt"
""	"hipc_gene_27317456_17"	"2016.07"	"hipc_gene_27317456_17"	"peripheral blood mononuclear cell"	"SERGEF"	"gene expression"	"negatively"	"none"	"28"	"days"	"time of vaccination (first dose)"	"correlated with memory B cell response"	"2010"	"trivalent inactivated vaccine (A/California/7/09 (H1N1,), A/Perth /16/2009 (H3N2), and B/Brisbane/60/2008)."	"VO_0001176"	""	"adults (50-74)"	"27317456"	"2016"	"Table 1: Late gene expression (Day 28 - Day 0)        "	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5520794/table/T1/' target='_blank'>table/T1</a>"	"Association of baseline, early and late gene expression changes with peak memory B cell ELISPOT response (Day 28 - Day 0) in older individuals"	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5520794/"	"adults, seniors"	"50"	"74"	"years"	"17"	"472"	"SERGEF"	"25"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_27317456_17.txt"	"hipc_gene_sig_complete_27317456_17.txt"
""	"hipc_gene_27317456_17"	"2016.07"	"hipc_gene_27317456_17"	"peripheral blood mononuclear cell"	"CNPY4"	"gene expression"	"negatively"	"none"	"28"	"days"	"time of vaccination (first dose)"	"correlated with memory B cell response"	"2010"	"trivalent inactivated vaccine (A/California/7/09 (H1N1,), A/Perth /16/2009 (H3N2), and B/Brisbane/60/2008)."	"VO_0001176"	""	"adults (50-74)"	"27317456"	"2016"	"Table 1: Late gene expression (Day 28 - Day 0)        "	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5520794/table/T1/' target='_blank'>table/T1</a>"	"Association of baseline, early and late gene expression changes with peak memory B cell ELISPOT response (Day 28 - Day 0) in older individuals"	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5520794/"	"adults, seniors"	"50"	"74"	"years"	"17"	"472"	"CNPY4"	"25"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_27317456_17.txt"	"hipc_gene_sig_complete_27317456_17.txt"
""	"hipc_gene_27317456_17"	"2016.07"	"hipc_gene_27317456_17"	"peripheral blood mononuclear cell"	"CHMP4A"	"gene expression"	"negatively"	"none"	"28"	"days"	"time of vaccination (first dose)"	"correlated with memory B cell response"	"2010"	"trivalent inactivated vaccine (A/California/7/09 (H1N1,), A/Perth /16/2009 (H3N2), and B/Brisbane/60/2008)."	"VO_0001176"	""	"adults (50-74)"	"27317456"	"2016"	"Table 1: Late gene expression (Day 28 - Day 0)        "	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5520794/table/T1/' target='_blank'>table/T1</a>"	"Association of baseline, early and late gene expression changes with peak memory B cell ELISPOT response (Day 28 - Day 0) in older individuals"	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5520794/"	"adults, seniors"	"50"	"74"	"years"	"17"	"472"	"CHMP4A"	"25"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_27317456_17.txt"	"hipc_gene_sig_complete_27317456_17.txt"
""	"hipc_gene_27317456_17"	"2016.07"	"hipc_gene_27317456_17"	"peripheral blood mononuclear cell"	"TRIM2"	"gene expression"	"negatively"	"none"	"28"	"days"	"time of vaccination (first dose)"	"correlated with memory B cell response"	"2010"	"trivalent inactivated vaccine (A/California/7/09 (H1N1,), A/Perth /16/2009 (H3N2), and B/Brisbane/60/2008)."	"VO_0001176"	""	"adults (50-74)"	"27317456"	"2016"	"Table 1: Late gene expression (Day 28 - Day 0)        "	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5520794/table/T1/' target='_blank'>table/T1</a>"	"Association of baseline, early and late gene expression changes with peak memory B cell ELISPOT response (Day 28 - Day 0) in older individuals"	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5520794/"	"adults, seniors"	"50"	"74"	"years"	"17"	"472"	"TRIM2"	"25"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_27317456_17.txt"	"hipc_gene_sig_complete_27317456_17.txt"
""	"hipc_gene_27317456_17"	"2016.07"	"hipc_gene_27317456_17"	"peripheral blood mononuclear cell"	"CFH"	"gene expression"	"negatively"	"none"	"28"	"days"	"time of vaccination (first dose)"	"correlated with memory B cell response"	"2010"	"trivalent inactivated vaccine (A/California/7/09 (H1N1,), A/Perth /16/2009 (H3N2), and B/Brisbane/60/2008)."	"VO_0001176"	""	"adults (50-74)"	"27317456"	"2016"	"Table 1: Late gene expression (Day 28 - Day 0)        "	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5520794/table/T1/' target='_blank'>table/T1</a>"	"Association of baseline, early and late gene expression changes with peak memory B cell ELISPOT response (Day 28 - Day 0) in older individuals"	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5520794/"	"adults, seniors"	"50"	"74"	"years"	"17"	"472"	"CFH"	"25"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_27317456_17.txt"	"hipc_gene_sig_complete_27317456_17.txt"
""	"hipc_gene_27317456_17"	"2016.07"	"hipc_gene_27317456_17"	"peripheral blood mononuclear cell"	"TTLL1"	"gene expression"	"negatively"	"none"	"28"	"days"	"time of vaccination (first dose)"	"correlated with memory B cell response"	"2010"	"trivalent inactivated vaccine (A/California/7/09 (H1N1,), A/Perth /16/2009 (H3N2), and B/Brisbane/60/2008)."	"VO_0001176"	""	"adults (50-74)"	"27317456"	"2016"	"Table 1: Late gene expression (Day 28 - Day 0)        "	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5520794/table/T1/' target='_blank'>table/T1</a>"	"Association of baseline, early and late gene expression changes with peak memory B cell ELISPOT response (Day 28 - Day 0) in older individuals"	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5520794/"	"adults, seniors"	"50"	"74"	"years"	"17"	"472"	"TTLL1"	"25"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_27317456_17.txt"	"hipc_gene_sig_complete_27317456_17.txt"
""	"hipc_gene_27317456_17"	"2016.07"	"hipc_gene_27317456_17"	"peripheral blood mononuclear cell"	"STX8"	"gene expression"	"negatively"	"none"	"28"	"days"	"time of vaccination (first dose)"	"correlated with memory B cell response"	"2010"	"trivalent inactivated vaccine (A/California/7/09 (H1N1,), A/Perth /16/2009 (H3N2), and B/Brisbane/60/2008)."	"VO_0001176"	""	"adults (50-74)"	"27317456"	"2016"	"Table 1: Late gene expression (Day 28 - Day 0)        "	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5520794/table/T1/' target='_blank'>table/T1</a>"	"Association of baseline, early and late gene expression changes with peak memory B cell ELISPOT response (Day 28 - Day 0) in older individuals"	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5520794/"	"adults, seniors"	"50"	"74"	"years"	"17"	"472"	"STX8"	"25"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_27317456_17.txt"	"hipc_gene_sig_complete_27317456_17.txt"
""	"hipc_gene_27317456_17"	"2016.07"	"hipc_gene_27317456_17"	"peripheral blood mononuclear cell"	"DHRS13"	"gene expression"	"negatively"	"none"	"28"	"days"	"time of vaccination (first dose)"	"correlated with memory B cell response"	"2010"	"trivalent inactivated vaccine (A/California/7/09 (H1N1,), A/Perth /16/2009 (H3N2), and B/Brisbane/60/2008)."	"VO_0001176"	""	"adults (50-74)"	"27317456"	"2016"	"Table 1: Late gene expression (Day 28 - Day 0)        "	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5520794/table/T1/' target='_blank'>table/T1</a>"	"Association of baseline, early and late gene expression changes with peak memory B cell ELISPOT response (Day 28 - Day 0) in older individuals"	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5520794/"	"adults, seniors"	"50"	"74"	"years"	"17"	"472"	"DHRS13"	"25"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_27317456_17.txt"	"hipc_gene_sig_complete_27317456_17.txt"
