""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"signature_source_url"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"response_comp_cnt"	"signature_file"	"complete_signature_file"
"subject"	""	""	""	"cell_subset"	"gene"	""	""	""	""	""	""	""	"pathogen"	""	""	"vaccine"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"evidence"	""	""	""	""	""	"label"	"label"	"label"	"label"	"label"	"label"	"label"	""	"label"	"label"	""	"label"	"label"	"label"	"label"	"label"	"url"	"label"	"label"	"url"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"file"	"file"
"role"	""	""	""	"tissue"	"gene_biomarker"	"background"	"measured"	"background"	"observed"	"observed"	"background"	"background"	"pathogen"	"background"	"background"	"vaccine"	"background"	"observed"	"background"	"background"	"background"	"reference"	"background"	"background"	"reference"	"observed"	"observed"	"observed"	"observed"	"background"	"background"	"background"	"observed"	"observed"	"observed"
"mime_type"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"numeric_units"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"display_text"	""	""	""	"tissue type"	"response component (gene symbol)"	"response behavior type"	"response behavior"	"subgroup"	"time point"	"time point units"	"baseline time"	"comparison"	"target pathogen"	"vaccine year (influenza only)"	"exposure material (name)"	"exposure material (VO)"	"additional exposure material"	"cohort"	"publication reference (PMID)"	"publication year"	"figure or table or text section containing signature"	"signature source url"	"comments and additional details"	"gene signature is a model"	"Anderson et al. (2018) Molecular Signatures of a TLR4 Agonist-Adjuvanted HIV-1 Vaccine Candidate in Humans. Front Immunol PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=29535712' target='_blank'>29535712</a>"	"age group"	"min. age"	"max. age"	"age units"	"ID of observation within its submission"	"Uniq ID of observation within submission type"	"original gene symbol"	"response component count"	"signature response component (genes) file"	"complete signature response components including non-HGNC genes"
""	"hipc_gene_29535712_1"	"2018.02"	"hipc_gene_29535712_1"	"blood"	"LYL1"	"gene expression"	"down"	"none"	"6"	"hours"	"time of vaccination (first dose)"	"6hr-0hr"	"human immunodeficiency virus 1"	""	"CN54gp140 adjuvanted with GLA-AF"	"VO_0004891"	""	"adults (18-45)"	"29535712"	"2018"	"Suppl Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/bin/Table_2.XLSX' target='_blank'>Table_2.XLSX</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"adults"	"18"	"45"	"years"	"1"	"408"	"LYL1"	"63"	"hipc_gene_sig_29535712_1.txt"	"hipc_gene_sig_complete_29535712_1.txt"
""	"hipc_gene_29535712_1"	"2018.02"	"hipc_gene_29535712_1"	"blood"	"ITPRIPL1"	"gene expression"	"down"	"none"	"6"	"hours"	"time of vaccination (first dose)"	"6hr-0hr"	"human immunodeficiency virus 1"	""	"CN54gp140 adjuvanted with GLA-AF"	"VO_0004891"	""	"adults (18-45)"	"29535712"	"2018"	"Suppl Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/bin/Table_2.XLSX' target='_blank'>Table_2.XLSX</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"adults"	"18"	"45"	"years"	"1"	"408"	"ITPRIPL1"	"63"	"hipc_gene_sig_29535712_1.txt"	"hipc_gene_sig_complete_29535712_1.txt"
""	"hipc_gene_29535712_1"	"2018.02"	"hipc_gene_29535712_1"	"blood"	"PDRG1"	"gene expression"	"down"	"none"	"6"	"hours"	"time of vaccination (first dose)"	"6hr-0hr"	"human immunodeficiency virus 1"	""	"CN54gp140 adjuvanted with GLA-AF"	"VO_0004891"	""	"adults (18-45)"	"29535712"	"2018"	"Suppl Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/bin/Table_2.XLSX' target='_blank'>Table_2.XLSX</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"adults"	"18"	"45"	"years"	"1"	"408"	"PDRG1"	"63"	"hipc_gene_sig_29535712_1.txt"	"hipc_gene_sig_complete_29535712_1.txt"
""	"hipc_gene_29535712_1"	"2018.02"	"hipc_gene_29535712_1"	"blood"	"OR51D1"	"gene expression"	"down"	"none"	"6"	"hours"	"time of vaccination (first dose)"	"6hr-0hr"	"human immunodeficiency virus 1"	""	"CN54gp140 adjuvanted with GLA-AF"	"VO_0004891"	""	"adults (18-45)"	"29535712"	"2018"	"Suppl Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/bin/Table_2.XLSX' target='_blank'>Table_2.XLSX</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"adults"	"18"	"45"	"years"	"1"	"408"	"OR51D1"	"63"	"hipc_gene_sig_29535712_1.txt"	"hipc_gene_sig_complete_29535712_1.txt"
""	"hipc_gene_29535712_1"	"2018.02"	"hipc_gene_29535712_1"	"blood"	"IDH3B"	"gene expression"	"down"	"none"	"6"	"hours"	"time of vaccination (first dose)"	"6hr-0hr"	"human immunodeficiency virus 1"	""	"CN54gp140 adjuvanted with GLA-AF"	"VO_0004891"	""	"adults (18-45)"	"29535712"	"2018"	"Suppl Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/bin/Table_2.XLSX' target='_blank'>Table_2.XLSX</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"adults"	"18"	"45"	"years"	"1"	"408"	"IDH3B"	"63"	"hipc_gene_sig_29535712_1.txt"	"hipc_gene_sig_complete_29535712_1.txt"
""	"hipc_gene_29535712_1"	"2018.02"	"hipc_gene_29535712_1"	"blood"	"BDNF"	"gene expression"	"down"	"none"	"6"	"hours"	"time of vaccination (first dose)"	"6hr-0hr"	"human immunodeficiency virus 1"	""	"CN54gp140 adjuvanted with GLA-AF"	"VO_0004891"	""	"adults (18-45)"	"29535712"	"2018"	"Suppl Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/bin/Table_2.XLSX' target='_blank'>Table_2.XLSX</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"adults"	"18"	"45"	"years"	"1"	"408"	"BDNF"	"63"	"hipc_gene_sig_29535712_1.txt"	"hipc_gene_sig_complete_29535712_1.txt"
""	"hipc_gene_29535712_1"	"2018.02"	"hipc_gene_29535712_1"	"blood"	"DPF1"	"gene expression"	"down"	"none"	"6"	"hours"	"time of vaccination (first dose)"	"6hr-0hr"	"human immunodeficiency virus 1"	""	"CN54gp140 adjuvanted with GLA-AF"	"VO_0004891"	""	"adults (18-45)"	"29535712"	"2018"	"Suppl Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/bin/Table_2.XLSX' target='_blank'>Table_2.XLSX</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"adults"	"18"	"45"	"years"	"1"	"408"	"DPF1"	"63"	"hipc_gene_sig_29535712_1.txt"	"hipc_gene_sig_complete_29535712_1.txt"
