""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"response_comp_cnt"	"signature_file"	"complete_signature_file"
"subject"	""	""	""	"cell_subset"	"gene"	""	""	""	""	""	""	""	"pathogen"	""	""	"vaccine"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"evidence"	""	""	""	""	""	"label"	"label"	"label"	"label"	"label"	"label"	"label"	""	"label"	"label"	""	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"url"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"file"	"file"
"role"	""	""	""	"tissue"	"gene_biomarker"	"background"	"measured"	"background"	"observed"	"observed"	"background"	"background"	"pathogen"	"background"	"background"	"vaccine"	"background"	"observed"	"background"	"background"	"background"	"background"	"background"	"reference"	"observed"	"observed"	"observed"	"observed"	"background"	"background"	"background"	"observed"	"observed"	"observed"
"mime_type"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"numeric_units"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"display_text"	""	""	""	"tissue type"	"response component (gene symbol)"	"response behavior type"	"response behavior"	"subgroup"	"time point"	"time point units"	"baseline time"	"comparison"	"target pathogen"	"vaccine year (influenza only)"	"exposure material (name)"	"exposure material (VO)"	"additional exposure material"	"cohort"	"publication reference (PMID)"	"publication year"	"figure or table or text section containing signature"	"comments and additional details"	"gene signature is a model"	"Kazmin et al. (2017) Systems analysis of protective immune responses to RTS,S malaria vaccination in humans. Proc Natl Acad Sci U S A PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=28193898' target='_blank'>28193898</a>"	"age group"	"min. age"	"max. age"	"age units"	"ID of observation within its submission"	"Uniq ID of observation within submission type"	"original gene symbol"	"response component count"	"signature response component file"	"complete signature response component file"
""	"hipc_gene_28193898_2"	"2017.02"	"hipc_gene_28193898_2"	"peripheral blood mononuclear cell"	"ARL4C"	"gene expression"	"negatively"	"none"	"56"	"Days"	"time of vaccination (first dose)"	"correlated with protection"	"plasmodium falciparum"	""	"P. falciparum RTS,S/AS01"	"VO_0003093"	""	"unknown"	"28193898"	"2017"	"Fig 5A"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28193898"	""	""	""	""	"2"	"74"	"ARL4C"	"51"	"hipc_gene_sig_28193898_2.txt"	"hipc_gene_sig_complete_28193898_2.txt"
""	"hipc_gene_28193898_2"	"2017.02"	"hipc_gene_28193898_2"	"peripheral blood mononuclear cell"	"PRF1"	"gene expression"	"negatively"	"none"	"56"	"Days"	"time of vaccination (first dose)"	"correlated with protection"	"plasmodium falciparum"	""	"P. falciparum RTS,S/AS01"	"VO_0003093"	""	"unknown"	"28193898"	"2017"	"Fig 5A"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28193898"	""	""	""	""	"2"	"74"	"PRF1"	"51"	"hipc_gene_sig_28193898_2.txt"	"hipc_gene_sig_complete_28193898_2.txt"
""	"hipc_gene_28193898_2"	"2017.02"	"hipc_gene_28193898_2"	"peripheral blood mononuclear cell"	"XCL2"	"gene expression"	"negatively"	"none"	"56"	"Days"	"time of vaccination (first dose)"	"correlated with protection"	"plasmodium falciparum"	""	"P. falciparum RTS,S/AS01"	"VO_0003093"	""	"unknown"	"28193898"	"2017"	"Fig 5A"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28193898"	""	""	""	""	"2"	"74"	"XCL2"	"51"	"hipc_gene_sig_28193898_2.txt"	"hipc_gene_sig_complete_28193898_2.txt"
""	"hipc_gene_28193898_2"	"2017.02"	"hipc_gene_28193898_2"	"peripheral blood mononuclear cell"	"RORA"	"gene expression"	"negatively"	"none"	"56"	"Days"	"time of vaccination (first dose)"	"correlated with protection"	"plasmodium falciparum"	""	"P. falciparum RTS,S/AS01"	"VO_0003093"	""	"unknown"	"28193898"	"2017"	"Fig 5A"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28193898"	""	""	""	""	"2"	"74"	"RORA"	"51"	"hipc_gene_sig_28193898_2.txt"	"hipc_gene_sig_complete_28193898_2.txt"
