""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"signature_source_url"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"response_comp_cnt"	"signature_file"	"signature_file_complete"
"subject"	""	""	""	"cell_subset"	"gene"	""	""	""	""	""	""	""	"pathogen"	""	""	"vaccine"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"evidence"	""	""	""	""	""	"label"	"label"	"label"	"label"	"label"	"label"	"label"	""	"label"	"label"	""	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"url"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"file"	"file"
"role"	""	""	""	"tissue"	"gene_biomarker"	"background"	"measured"	"background"	"observed"	"observed"	"background"	"background"	"pathogen"	"background"	"background"	"vaccine"	"background"	"observed"	"background"	"background"	"background"	"background"	"background"	"background"	"reference"	"observed"	"observed"	"observed"	"observed"	"background"	"background"	"background"	"observed"	"observed"	"observed"
"mime_type"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"numeric_units"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"display_text"	""	""	""	"tissue type"	"response component (gene symbol)"	"response behavior type"	"response behavior"	"subgroup"	"time point"	"time point units"	"baseline time"	"comparison"	"target pathogen"	"vaccine year (influenza only)"	"exposure material (name)"	"exposure material (VO)"	"additional exposure material"	"cohort"	"publication reference (PMID)"	"publication year"	"signature source figure, table or text section "	"signature source url"	"comments and additional details"	"gene signature is a model"	"Erwin-Cohen et al. (2017) Human transcriptome response to immunization with live-attenuated Venezuelan equine encephalitis virus vaccine (TC-83): Analysis of whole blood. Hum Vaccin Immunother PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=27870591' target='_blank'>27870591</a>"	"age group"	"min. age"	"max. age"	"age units"	"ID of observation within its submission"	"Uniq ID of observation within submission type"	"original gene symbol"	"response component count"	"signature response component (genes) file"	" signature response components including non-HGNC genes"
""	"hipc_gene_27870591_1"	"2017.01"	"hipc_gene_27870591_1"	"blood"	"RSAD2"	"gene expression"	"up"	"none"	"2"	"Days"	"time of vaccination (first dose)"	"vaccinated vs control"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"adults (23-48)"	"27870591"	"2017"	"Suppl mat, 2016HV0244R-s01.xlsx"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5287313/bin/khvi-13-01-1227900-s001.zip' target='_blank'>khvi-13-01-1227900-s001.zip</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27870591"	"adults"	"23"	"48"	"years"	"1"	"99"	"RSAD2"	"121"	"hipc_gene_sig_27870591_1.txt"	"hipc_gene_sig_complete_27870591_1.txt"
""	"hipc_gene_27870591_1"	"2017.01"	"hipc_gene_27870591_1"	"blood"	"IFI44L"	"gene expression"	"up"	"none"	"2"	"Days"	"time of vaccination (first dose)"	"vaccinated vs control"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"adults (23-48)"	"27870591"	"2017"	"Suppl mat, 2016HV0244R-s01.xlsx"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5287313/bin/khvi-13-01-1227900-s001.zip' target='_blank'>khvi-13-01-1227900-s001.zip</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27870591"	"adults"	"23"	"48"	"years"	"1"	"99"	"IFI44L"	"121"	"hipc_gene_sig_27870591_1.txt"	"hipc_gene_sig_complete_27870591_1.txt"
""	"hipc_gene_27870591_1"	"2017.01"	"hipc_gene_27870591_1"	"blood"	"IFIT1"	"gene expression"	"up"	"none"	"2"	"Days"	"time of vaccination (first dose)"	"vaccinated vs control"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"adults (23-48)"	"27870591"	"2017"	"Suppl mat, 2016HV0244R-s01.xlsx"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5287313/bin/khvi-13-01-1227900-s001.zip' target='_blank'>khvi-13-01-1227900-s001.zip</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27870591"	"adults"	"23"	"48"	"years"	"1"	"99"	"IFIT1"	"121"	"hipc_gene_sig_27870591_1.txt"	"hipc_gene_sig_complete_27870591_1.txt"
""	"hipc_gene_27870591_1"	"2017.01"	"hipc_gene_27870591_1"	"blood"	"ISG15"	"gene expression"	"up"	"none"	"2"	"Days"	"time of vaccination (first dose)"	"vaccinated vs control"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"adults (23-48)"	"27870591"	"2017"	"Suppl mat, 2016HV0244R-s01.xlsx"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5287313/bin/khvi-13-01-1227900-s001.zip' target='_blank'>khvi-13-01-1227900-s001.zip</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27870591"	"adults"	"23"	"48"	"years"	"1"	"99"	"ISG15"	"121"	"hipc_gene_sig_27870591_1.txt"	"hipc_gene_sig_complete_27870591_1.txt"
""	"hipc_gene_27870591_1"	"2017.01"	"hipc_gene_27870591_1"	"blood"	"LAMP3"	"gene expression"	"up"	"none"	"2"	"Days"	"time of vaccination (first dose)"	"vaccinated vs control"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"adults (23-48)"	"27870591"	"2017"	"Suppl mat, 2016HV0244R-s01.xlsx"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5287313/bin/khvi-13-01-1227900-s001.zip' target='_blank'>khvi-13-01-1227900-s001.zip</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27870591"	"adults"	"23"	"48"	"years"	"1"	"99"	"LAMP3"	"121"	"hipc_gene_sig_27870591_1.txt"	"hipc_gene_sig_complete_27870591_1.txt"
""	"hipc_gene_27870591_1"	"2017.01"	"hipc_gene_27870591_1"	"blood"	"IFI44"	"gene expression"	"up"	"none"	"2"	"Days"	"time of vaccination (first dose)"	"vaccinated vs control"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"adults (23-48)"	"27870591"	"2017"	"Suppl mat, 2016HV0244R-s01.xlsx"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5287313/bin/khvi-13-01-1227900-s001.zip' target='_blank'>khvi-13-01-1227900-s001.zip</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27870591"	"adults"	"23"	"48"	"years"	"1"	"99"	"IFI44"	"121"	"hipc_gene_sig_27870591_1.txt"	"hipc_gene_sig_complete_27870591_1.txt"
""	"hipc_gene_27870591_1"	"2017.01"	"hipc_gene_27870591_1"	"blood"	"HERC5"	"gene expression"	"up"	"none"	"2"	"Days"	"time of vaccination (first dose)"	"vaccinated vs control"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"adults (23-48)"	"27870591"	"2017"	"Suppl mat, 2016HV0244R-s01.xlsx"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5287313/bin/khvi-13-01-1227900-s001.zip' target='_blank'>khvi-13-01-1227900-s001.zip</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27870591"	"adults"	"23"	"48"	"years"	"1"	"99"	"HERC5"	"121"	"hipc_gene_sig_27870591_1.txt"	"hipc_gene_sig_complete_27870591_1.txt"
""	"hipc_gene_27870591_1"	"2017.01"	"hipc_gene_27870591_1"	"blood"	"MX1"	"gene expression"	"up"	"none"	"2"	"Days"	"time of vaccination (first dose)"	"vaccinated vs control"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"adults (23-48)"	"27870591"	"2017"	"Suppl mat, 2016HV0244R-s01.xlsx"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5287313/bin/khvi-13-01-1227900-s001.zip' target='_blank'>khvi-13-01-1227900-s001.zip</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27870591"	"adults"	"23"	"48"	"years"	"1"	"99"	"MX1"	"121"	"hipc_gene_sig_27870591_1.txt"	"hipc_gene_sig_complete_27870591_1.txt"
""	"hipc_gene_27870591_1"	"2017.01"	"hipc_gene_27870591_1"	"blood"	"OAS3"	"gene expression"	"up"	"none"	"2"	"Days"	"time of vaccination (first dose)"	"vaccinated vs control"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"adults (23-48)"	"27870591"	"2017"	"Suppl mat, 2016HV0244R-s01.xlsx"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5287313/bin/khvi-13-01-1227900-s001.zip' target='_blank'>khvi-13-01-1227900-s001.zip</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27870591"	"adults"	"23"	"48"	"years"	"1"	"99"	"OAS3"	"121"	"hipc_gene_sig_27870591_1.txt"	"hipc_gene_sig_complete_27870591_1.txt"
