""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent_orig"	"response_agent"	"proterm"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"publication_reference_url"
"subject"	""	""	""	"cell_subset"	""	"cell_subset"	""	""	""	""	""	""	"pathogen"	""	""	"vaccine"	""	""	""	""	""	""	""
"evidence"	""	""	""	""	"label"	""	"label"	"label"	"label"	"label"	"label"	"label"	""	"label"	"label"	""	"label"	"label"	"label"	"label"	"label"	"label"	"url"
"role"	""	""	""	"tissue"	"background"	"cell_biomarker"	"background"	"background"	"measured"	"background"	"observed"	"observed"	"pathogen"	"background"	"background"	"vaccine"	"background"	"background"	"background"	"observed"	"background"	"background"	"reference"
"mime_type"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"numeric_units"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"display_text"	""	""	""	"tissue type"	"response agent (original)"	"response agent (cell subset)"	"cell type details"	"response behavior type"	"response behavior"	"subgroup"	"time point"	"time point units"	"target pathogen"	"vaccine year"	"exposure material"	""	"additional exposure material"	"comparison"	"baseline time"	"cohort"	"publication reference (PMID)"	"publication year"	"publication url"
""	"20190305-hipciof_ctf_23591775"	"2019.03.05"	"hipciof_ctf_2"	"peripheral blood mononuclear cell"	"central memory CD4-positive, alpha-beta T cell"	"central memory CD4-positive, alpha-beta T cell"	""	"cell type frequency"	"negative"	"none"	"28"	"Days"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"2008"	"Fluzone"	"VO_0000047"	""	"associated with age"	"time of vaccination (first dose)"	"adults"	"23591775"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23591775"
""	"20190305-hipciof_ctf_23591775"	"2019.03.05"	"hipciof_ctf_2"	"peripheral blood mononuclear cell"	"effector memory CD8-positive, alpha-beta T cell"	"effector memory CD8-positive, alpha-beta T cell"	""	"cell type frequency"	"negative"	"none"	"28"	"Days"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"2008"	"Fluzone"	"VO_0000047"	""	"associated with age"	"time of vaccination (first dose)"	"adults"	"23591775"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23591775"
""	"20190305-hipciof_ctf_23591775"	"2019.03.05"	"hipciof_ctf_2"	"peripheral blood mononuclear cell"	"CD8-positive, CD28-negative, alpha-beta regulatory T cell"	"CD8-positive, CD28-negative, alpha-beta regulatory T cell"	""	"cell type frequency"	"negative"	"none"	"28"	"Days"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"2008"	"Fluzone"	"VO_0000047"	""	"associated with age"	"time of vaccination (first dose)"	"adults"	"23591775"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23591775"
""	"20190305-hipciof_ctf_23591775"	"2019.03.05"	"hipciof_ctf_2"	"peripheral blood mononuclear cell"	"natural killer cell"	"natural killer cell"	""	"cell type frequency"	"negative"	"none"	"28"	"Days"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"2008"	"Fluzone"	"VO_0000047"	""	"associated with age"	"time of vaccination (first dose)"	"adults"	"23591775"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23591775"
""	"20190305-hipciof_ctf_23591775"	"2019.03.05"	"hipciof_ctf_2"	"peripheral blood mononuclear cell"	"central memory CD4-positive, alpha-beta T cell"	"central memory CD4-positive, alpha-beta T cell"	""	"cell type frequency"	"negative"	"none"	"28"	"Days"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"2008"	"Fluzone"	"VO_0000047"	""	"associated with age"	"time of vaccination (first dose)"	"adults"	"23591775"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23591775"
""	"20190305-hipciof_ctf_23591775"	"2019.03.05"	"hipciof_ctf_2"	"peripheral blood mononuclear cell"	"effector memory CD8-positive, alpha-beta T cell"	"effector memory CD8-positive, alpha-beta T cell"	""	"cell type frequency"	"negative"	"none"	"28"	"Days"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"2008"	"Fluzone"	"VO_0000047"	""	"associated with age"	"time of vaccination (first dose)"	"adults"	"23591775"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23591775"
""	"20190305-hipciof_ctf_23591775"	"2019.03.05"	"hipciof_ctf_2"	"peripheral blood mononuclear cell"	"CD8-positive, CD28-negative, alpha-beta regulatory T cell"	"CD8-positive, CD28-negative, alpha-beta regulatory T cell"	""	"cell type frequency"	"negative"	"none"	"28"	"Days"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"2008"	"Fluzone"	"VO_0000047"	""	"associated with age"	"time of vaccination (first dose)"	"adults"	"23591775"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23591775"
""	"20190305-hipciof_ctf_23591775"	"2019.03.05"	"hipciof_ctf_2"	"peripheral blood mononuclear cell"	"natural killer cell"	"natural killer cell"	""	"cell type frequency"	"negative"	"none"	"28"	"Days"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"2008"	"Fluzone"	"VO_0000047"	""	"associated with age"	"time of vaccination (first dose)"	"adults"	"23591775"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23591775"
""	"20190305-hipciof_ctf_23591775"	"2019.03.05"	"hipciof_ctf_2"	"peripheral blood mononuclear cell"	"central memory CD4-positive, alpha-beta T cell"	"central memory CD4-positive, alpha-beta T cell"	""	"cell type frequency"	"negative"	"none"	"28"	"Days"	"Influenza B virus (B/Florida/4/2006)"	"2008"	"Fluzone"	"VO_0000047"	""	"associated with age"	"time of vaccination (first dose)"	"adults"	"23591775"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23591775"
""	"20190305-hipciof_ctf_23591775"	"2019.03.05"	"hipciof_ctf_2"	"peripheral blood mononuclear cell"	"effector memory CD8-positive, alpha-beta T cell"	"effector memory CD8-positive, alpha-beta T cell"	""	"cell type frequency"	"negative"	"none"	"28"	"Days"	"Influenza B virus (B/Florida/4/2006)"	"2008"	"Fluzone"	"VO_0000047"	""	"associated with age"	"time of vaccination (first dose)"	"adults"	"23591775"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23591775"
""	"20190305-hipciof_ctf_23591775"	"2019.03.05"	"hipciof_ctf_2"	"peripheral blood mononuclear cell"	"CD8-positive, CD28-negative, alpha-beta regulatory T cell"	"CD8-positive, CD28-negative, alpha-beta regulatory T cell"	""	"cell type frequency"	"negative"	"none"	"28"	"Days"	"Influenza B virus (B/Florida/4/2006)"	"2008"	"Fluzone"	"VO_0000047"	""	"associated with age"	"time of vaccination (first dose)"	"adults"	"23591775"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23591775"
""	"20190305-hipciof_ctf_23591775"	"2019.03.05"	"hipciof_ctf_2"	"peripheral blood mononuclear cell"	"natural killer cell"	"natural killer cell"	""	"cell type frequency"	"negative"	"none"	"28"	"Days"	"Influenza B virus (B/Florida/4/2006)"	"2008"	"Fluzone"	"VO_0000047"	""	"associated with age"	"time of vaccination (first dose)"	"adults"	"23591775"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23591775"
""	"20190305-hipciof_ctf_23591775"	"2019.03.05"	"hipciof_ctf_2"	"peripheral blood mononuclear cell"	"naive thymus-derived CD8-positive, alpha-beta T cell"	"naive thymus-derived CD8-positive, alpha-beta T cell"	""	"cell type frequency"	"positive"	"none"	"28"	"Days"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"2008"	"Fluzone"	"VO_0000047"	""	"associated with age"	"time of vaccination (first dose)"	"adults"	"23591775"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23591775"
""	"20190305-hipciof_ctf_23591775"	"2019.03.05"	"hipciof_ctf_2"	"peripheral blood mononuclear cell"	"naive thymus-derived CD8-positive, alpha-beta T cell"	"naive thymus-derived CD8-positive, alpha-beta T cell"	""	"cell type frequency"	"positive"	"none"	"28"	"Days"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"2008"	"Fluzone"	"VO_0000047"	""	"associated with age"	"time of vaccination (first dose)"	"adults"	"23591775"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23591775"
""	"20190305-hipciof_ctf_23591775"	"2019.03.05"	"hipciof_ctf_2"	"peripheral blood mononuclear cell"	"naive thymus-derived CD8-positive, alpha-beta T cell"	"naive thymus-derived CD8-positive, alpha-beta T cell"	""	"cell type frequency"	"positive"	"none"	"28"	"Days"	"Influenza B virus (B/Florida/4/2006)"	"2008"	"Fluzone"	"VO_0000047"	""	"associated with age"	"time of vaccination (first dose)"	"adults"	"23591775"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23591775"
